step	time	T	Ekin	lj	bond_124	angle_252	dihedral_190	lj-14_0	lj-14_1	P
196000	196	3.52717	39680.7	-35985.6	14361.5	17481.8	77283.6	382.246	17547.5	18.9884
197000	197	3.53754	39797.4	-36009.8	14484.6	17075.8	77208.9	406.625	17799.1	-53.9421
198000	198	3.49873	39360.7	-35977.2	14102.6	17015	77499	326.757	17955.2	9.15478
199000	199	3.52275	39631	-36021.3	13983.2	17734.1	77511.7	386.962	17406.5	-29.8275
200000	200	3.47941	39143.3	-35866	14265.2	17356.1	77264.1	502.001	17713.9	-25.6016
201000	201	3.5164	39559.5	-35860.5	14266.7	17354.8	77198.7	447.615	17535.4	-40.9307
202000	202	3.54567	39888.8	-35985.7	14283.4	17229.7	77107.7	450.035	17561.6	-19.5048
203000	203	3.46652	38998.3	-36021	14071.3	17897.8	77153.4	455.623	17454.5	-9.12871
204000	204	3.49696	39340.8	-35738.3	14199.6	17438.5	77465.4	383.469	17795.5	4.3145
205000	205	3.52404	39645.5	-36042.8	14439.8	17804.5	77442.9	464.17	17459.8	-2.92013
206000	206	3.58572	40339.4	-36044.4	13995.6	17881.2	77034.7	374.829	17833.9	19.0791
207000	207	3.50491	39430.3	-35901.6	13847	17150.1	77132	459.874	17685.3	2.49253
208000	208	3.56415	40096.7	-35915	13937.8	16917.1	77399.5	401.15	17760.4	15.6825
209000	209	3.55074	39945.8	-35937.9	14031.9	17910.6	77275.1	369.857	17796.9	11.5641
210000	210	3.50983	39485.6	-35858.5	13922.5	17418.6	77008.5	362.799	18073.3	30.0756
211000	211	3.50231	39401	-35841.1	14155.3	17877	77004.5	380.7	17734.5	17.4639
212000	212	3.53933	39817.4	-36017.6	14199.6	17160	77193.4	415.481	17839.3	7.07369
213000	213	3.50435	39423.9	-35939.2	14531.6	16911.5	77423.4	397.63	17667.5	2.43845
214000	214	3.55675	40013.4	-36113.1	14201.7	17075.3	77572.3	408.996	17915.9	-7.4779
