step	time	T	T-cg	T-at	Ekin	res	angle_12	angle_12_cross	angle_160	angle_160_cross	angle_166	bond_124_cross	bond_125_cross	bond_71	bond_82	bond_82_cross	coulomb	dihedral_51	dihedral_51_cross	dihedral_83	dihedral_83_cross	lj	lj-14_0	lj-14_0_cross	lj-14_1	lj-14_1_cross	lj-14_2	lj-14_3	lj-14_4	lj-14_4_cross	tab-cg
56200	56.2	3.48706	3.35837	3.49132	8159.72	0.51199	500.946	115.101	2547.62	213.86	772.703	8.98595	42.3969	1919.78	832.535	88.8528	156.816	452.617	58.6897	827.687	59.839	-32.3826	43.9724	9.24087	453.524	58.533	0.504553	5.3791	51.3689	6.05647	2.75275
56300	56.3	3.50326	3.35837	3.50806	8197.63	0.51299	526.126	125.684	2674.53	248.672	806.575	9.58667	42.7629	1906.26	812.399	66.6561	157.4	444.152	60.4907	802.883	75.5125	-54.1394	56.3147	18.7395	518.103	40.1043	1.12258	5.02908	44.1286	2.88542	2.67874
56400	56.4	3.45354	3.35837	3.45669	8081.29	0.51399	478.255	99.9863	2483.67	198.517	879.158	10.2587	42.5989	1783.86	790.976	79.9735	157.942	448.892	57.3286	756.04	63.2862	-44.483	41.9057	15.1267	468.669	40.7652	-0.726074	4.29674	57.6621	6.60838	2.6465
56500	56.5	3.42565	3.35837	3.42787	8016.01	0.51499	516.261	94.8487	2717.17	225.789	878.636	9.76623	44.8981	1844.13	832.893	66.6603	157.262	451.738	60.5276	752	67.3069	-40.8513	57.0392	14.8372	463.409	51.0914	1.50422	10.2809	50.8761	6.46218	2.57571
56600	56.6	3.43796	3.35837	3.4406	8044.83	0.51599	535.468	89.3128	2635.61	215.671	842.084	9.52678	45.2007	1841.46	812.332	82.8138	158.873	454.232	57.5772	728.601	71.6724	-17.4646	35.1841	13.4914	492.737	78.2411	3.034	4.7003	60.4358	7.38486	2.35382
56700	56.7	3.54156	3.35837	3.54763	8287.25	0.51699	534.714	88.5498	2702.65	207.745	900.75	9.70614	42.8087	1963.74	834.221	50.4284	156.902	456.218	63.1162	826.241	69.2773	-60.438	55.5485	13.0508	473.103	43.6694	0.869502	5.71968	50.6158	5.55626	2.47053
56800	56.8	3.45183	3.35837	3.45492	8077.27	0.51799	557.149	112.589	2533.77	235.785	773.991	9.27512	42.6168	1876.01	845.697	80.1981	161.576	437.042	60.6861	777.549	72.906	-18.5777	48.2117	25.5893	483.41	48.5137	0.690834	5.68055	52.3042	8.53243	2.6725
56900	56.9	3.34964	3.35837	3.34935	7838.16	0.51899	507.517	83.2858	2762.51	196.835	810.46	9.22251	41.7666	1821.14	941.364	78.596	164.424	432.184	59.7907	808.811	60.0028	-20.5214	61.4617	14.6673	509.204	46.0277	1.90424	4.93058	44.939	6.28783	2.71726
57000	57	3.53602	3.35837	3.54191	8274.29	0.51999	576.245	106.109	2637.62	203.043	896.581	8.55384	41.7365	1854.05	689.363	102.792	162.643	443.604	61.8107	806.151	65.7841	-45.2971	57.1338	11.6	504.634	45.3519	-0.0568138	5.50101	56.3918	5.79754	2.78353
57100	57.1	3.60248	3.35837	3.61056	8429.8	0.52099	527.47	92.2335	2593.33	181.843	811.211	8.73107	42.5017	1964.64	819.913	75.2837	162.387	446.931	61.4688	797.82	60.3035	-62.0336	47.3068	18.4486	493.01	46.7226	2.46007	7.52284	54.2448	6.0302	3.03577
57200	57.2	3.53061	3.35837	3.53631	8261.62	0.52199	493.486	105.621	2556.72	220.521	838.141	8.57932	43.1622	1922.68	806.628	84.379	161.403	440.786	62.4493	722.514	54.2124	-34.1913	47.2349	14.5738	460.635	43.0847	0.968697	7.01188	56.5176	9.28516	3.24188
57300	57.3	3.46694	3.35837	3.47053	8112.64	0.52299	553.831	89.0237	2643.75	241.286	799.384	8.23978	43.3639	1945.49	806.81	94.6036	163.836	429.716	63.8684	793.664	55.5271	-51.0725	52.5947	17.4465	461.414	43.9896	0.368065	6.03802	44.2778	6.66968	3.31285
57400	57.4	3.58008	3.35837	3.58742	8377.38	0.52399	473.174	97.5376	2536.26	236.625	753.65	7.73278	42.8489	2126.48	737.762	89.4207	166.049	426.959	65.6947	806.766	53.0289	-17.2597	44.8077	24.2571	529.016	53.4179	-0.734971	4.28287	58.0996	8.66892	3.13104
57500	57.5	3.39723	3.35837	3.39851	7949.51	0.52499	552.264	105.998	2660.99	199.546	828.006	8.06018	41.937	1917.58	908.743	61.2193	163.98	435.21	67.21	789.495	51.4761	-14.8792	50.2948	9.02425	511.7	39.9701	3.02892	4.48285	49.02	8.1398	3.06446
57600	57.6	3.59265	3.35837	3.60041	8406.81	0.52599	541.137	79.1539	2728.51	195.006	879.533	8.21312	43.7032	1926.18	841.182	36.4359	166.547	425.273	65.1333	765.012	57.8813	-17.6781	56.3551	11.0846	503.549	50.1491	2.41816	6.94076	51.0036	9.14019	2.84488
57700	57.7	3.45998	3.35837	3.46334	8096.35	0.52699	543.983	112.236	2637.83	211.56	800.628	8.06516	42.785	1759.5	884.626	66.0854	166.013	429.264	65.2539	787.192	56.0576	-16.404	44.8166	12.6205	478.557	44.7175	0.125894	7.05838	57.272	8.06354	2.41536
57800	57.8	3.42506	3.35837	3.42726	8014.63	0.52799	476.685	102.272	2560.24	220.269	830.314	7.67508	45.384	1918.4	887.872	77.9812	172.255	422.106	64.851	824.993	61.0558	-33.5738	52.2799	15.5939	491.453	40.6727	-0.442758	8.46208	41.5735	5.12848	2.25254
57900	57.9	3.5921	3.35837	3.59984	8405.51	0.52899	578.534	110.231	2692.89	225.396	1004.17	7.05084	45.7199	1993.16	866.94	93.8442	171.916	428.447	62.5528	752.441	55.5879	-59.2393	54.5392	16.1363	508.544	44.3725	0.0832455	8.61347	42.6257	4.54071	2.36006
58000	58	3.61014	3.35837	3.61848	8447.73	0.52999	574.81	78.7356	2713.76	238.62	838.007	7.24433	42.4001	2004.43	1072.11	94.6208	173.247	427.338	64.2669	750.933	62.6111	-35.2513	37.1611	14.9802	499.51	44.0703	0.876661	10.269	45.7381	5.41681	2.42733
58100	58.1	3.57933	3.35837	3.58664	8375.63	0.53099	585.242	96.8837	2511.62	201.073	887.791	7.915	41.6926	1891.17	881.046	110.964	177.903	405.231	64.0885	828.32	66.6932	-8.17134	47.688	10.0201	532.265	40.8996	-0.0772032	3.89348	40.9776	4.91076	2.53756
58200	58.2	3.51267	3.35837	3.51777	8219.64	0.53199	517.171	106.087	2595.45	259.406	827.536	7.87584	41.752	1956.16	761.856	82.7892	174.546	423.082	61.9592	773.867	67.8203	-26.3142	47.2989	22.1376	515.041	45.0242	0.125622	5.94829	55.3611	6.858	2.76123
58300	58.3	3.53547	3.35837	3.54133	8273	0.53299	552.589	91.5632	2611.98	218.994	832.678	7.68381	43.2887	2060.58	873.723	58.089	172.044	431.796	64.3781	723.069	62.0972	-50.059	45.3213	14.6368	447.272	49.0023	2.00641	7.28903	47.4295	7.02377	2.72038
58400	58.4	3.4857	3.35837	3.48991	8156.53	0.53399	520.185	102	2734.49	175.934	882.045	7.92452	42.0922	1820.41	874.564	99.7422	176.983	413.874	63.7073	784.714	54.1377	-21.8393	38.1302	5.58803	538.513	39.2812	0.988657	8.54994	44.3836	7.27622	2.72271
58500	58.5	3.57388	3.35837	3.58101	8362.87	0.53499	514.351	100.239	2642.54	196.03	873.27	7.84758	38.4746	1988.09	765.532	80.4165	178.449	412.162	61.699	771.314	55.9122	-54.3878	39.8311	11.3666	496.232	57.5294	-0.418077	10.3725	37.711	7.28149	2.4946
58600	58.6	3.40789	3.35837	3.40953	7974.47	0.53599	545.71	88.6583	2594.26	235.007	799.863	8.67218	36.8316	1928.53	766.493	105.627	178.031	425.157	62.8058	792.516	58.9111	-55.8503	51.7129	14.483	493.15	50.3765	0.395633	6.1035	45.1194	3.58659	2.60328
58700	58.7	3.49043	3.35837	3.4948	8167.61	0.53699	593.734	94.5656	2545.75	191.31	791.244	9.10567	34.7126	1973.77	772.352	83.9729	179.242	413.699	63.2728	789.09	56.5872	-61.8875	54.9836	9.7565	469.645	51.5552	3.17607	4.68051	30.7849	6.93643	2.87093
58800	58.8	3.45818	3.35837	3.46149	8092.14	0.53799	504.29	123.705	2523.08	191.253	822.885	9.74186	34.9861	1844.11	867.322	94.7468	179.748	407.492	69.2253	831.445	65.045	-68.889	57.2341	14.2491	516.18	36.7775	0.842287	16.5559	32.6704	8.0248	2.89348
58900	58.9	3.4984	3.35837	3.50304	8186.26	0.53899	540.488	83.2153	2434.43	176.253	804.233	9.75045	34.8036	1792.04	898.196	106.359	178.765	426.403	64.7153	801.306	68.404	-29.5079	40.5269	12.6471	492.997	44.8219	0.147912	4.07947	39.2672	5.96927	2.76682
59000	59	3.48899	3.35837	3.49331	8164.24	0.53999	571.43	88.8976	2551.65	238.914	899.549	8.94654	34.9464	1965.44	841.083	81.1799	181.551	411.186	67.4055	855.866	64.5368	-63.3124	51.4843	12.7281	504.069	44.6218	1.52715	7.02016	28.5713	5.30102	2.83199
59100	59.1	3.6151	3.35837	3.6236	8459.34	0.54099	608.314	86.6114	2717.09	212.918	916.383	8.28445	34.3715	2030.97	864.445	73.9177	180.627	423.603	65.2811	791.588	51.4866	-39.1227	43.6028	10.3359	493.694	49.7685	-0.00800595	8.22413	28.2199	9.26269	2.73511
59200	59.2	3.46201	3.35837	3.46544	8101.09	0.54199	532.29	99.7878	2594.17	216.818	815.087	7.36816	34.6502	1953.29	925.776	80.2411	179.836	427.368	68.7922	864.602	72.5567	-22.5768	49.2037	21.7496	516.96	60.22	1.10125	6.6238	41.487	8.56038	2.55959
59300	59.3	3.55517	3.35837	3.56169	8319.1	0.54299	513.853	117.301	2588.18	232.55	849.093	6.40631	34.8255	1840.03	910.926	116.621	179.523	413.245	71.3824	812.118	68.0947	-44.4528	49.0173	11.4177	498.26	44.1403	-0.655902	6.88045	39.2134	6.79398	2.50078
59400	59.4	3.57227	3.35837	3.57935	8359.11	0.54399	536.329	116.839	2655.63	240.828	918.669	6.49551	35.3658	1887.11	837.116	91.4663	177.115	428.095	73.7683	831.021	67.6863	-72.046	54.4272	11.3505	474.779	48.112	1.48841	7.92277	37.2228	11.4116	2.56667
59500	59.5	3.40952	3.35837	3.41121	7978.28	0.54499	604.203	109.65	2684.43	223.452	770.353	7.33093	35.1882	1876.52	824.073	81.9488	175.609	428.132	75.362	873.405	68.5318	-32.9658	55.5771	12.1164	488.497	47.0414	-0.212196	7.28419	40.3172	12.4833	2.53338
59600	59.6	3.56372	3.35837	3.57052	8339.11	0.54599	578.328	102.556	2665.11	171.641	872.932	6.99963	36.847	1940.35	811.946	77.054	177.54	424.843	73.8343	830.181	63.9643	-9.33507	49.6221	9.59186	527.348	55.6962	0.588372	7.96699	38.8678	18.0444	2.6065
59700	59.7	3.60446	3.35837	3.61261	8434.44	0.54699	515.535	126.501	2758.18	270.106	888.782	6.99893	35.1463	1967.79	873.016	88.0798	180.35	423.569	73.7311	797.759	66.3528	-23.8192	49.0536	17.3334	517.271	67.9715	-0.647702	10.3579	51.3896	10.3838	2.58599
59800	59.8	3.51161	3.35837	3.51669	8217.18	0.54799	594.628	108.688	2658.33	250.85	824.386	6.92752	35.071	1966.17	849.599	94.661	181.583	415.626	75.3261	882.153	66.4432	-39.0353	54.5199	18.7748	504.958	62.6979	-0.855134	6.49189	42.8774	10.0069	2.42128
59900	59.9	3.57894	3.35837	3.58625	8374.73	0.54899	610.555	127.369	2734.06	268.672	890.967	6.74283	35.1154	1925.71	820.903	86.2621	181.95	404.218	76.7678	769.601	70.2412	-58.7357	44.8163	17.7658	520.232	41.4084	1.97083	4.20343	35.8565	8.52676	2.28409
60000	60	3.54428	3.35837	3.55044	8293.62	0.54999	548.395	93.2197	2568.82	246.856	880.637	6.97217	36.5163	1855.09	864.131	77.2453	181.269	409.477	75.8829	806.202	70.2387	-45.7537	51.0645	18.2924	488.651	53.645	-0.0721489	7.22592	53.8587	7.62861	2.22269
60100	60.1	3.46471	3.35837	3.46823	8107.42	0.55099	534.574	127.351	2485.96	222.707	770.207	6.95595	38.2572	1868.27	890.579	65.8907	184.442	416.249	76.8337	801.437	75.3629	-58.9157	44.3773	20.4888	492.254	42.9593	0.685437	6.27518	35.9896	5.67244	2.08355
60200	60.2	3.43221	3.35837	3.43466	8031.37	0.55199	538.544	87.5549	2537.68	185.71	796.849	7.40984	39.5105	1827.93	987.251	119.89	182.503	415.079	78.412	843.25	72.7698	-56.4703	44.428	5.58971	477.854	53.8538	1.54448	5.05989	34.8981	12.2909	2.00444
60300	60.3	3.42462	3.35837	3.42681	8013.61	0.55299	480.461	104.952	2519.99	216.623	860.166	7.5564	39.4603	1785.58	909.613	76.1199	182.099	412.384	79.0204	851.653	79.8956	-49.2097	43.5568	21.8023	519.405	48.1327	0.793777	5.98213	49.3385	12.3138	2.16586
60400	60.4	3.46683	3.35837	3.47042	8112.38	0.55399	524.138	83.628	2794.73	212.317	820.565	8.30224	38.6632	1908.32	874.004	83.317	181.269	417.122	77.5134	759.668	64.1022	-46.2741	66.4545	14.0207	508.18	44.9877	0.651397	10.5965	43.277	13.4208	2.26624
60500	60.5	3.54601	3.35837	3.55222	8297.66	0.55499	516.657	120.445	2574.64	238.622	843.951	9.42647	38.103	2016.96	872.631	77.6163	179.627	425.931	79.1472	751.423	67.5007	-41.0342	44.257	20.7237	450.794	39.7963	0.0635129	4.90654	48.2682	9.15707	2.24241
60600	60.6	3.50658	3.35837	3.51149	8205.4	0.55599	590.108	90.2535	2693.93	215.388	854.675	9.99473	39.053	1970.37	818.241	117.607	180.681	428.88	82.2754	808.751	71.1298	-61.406	56.9776	8.07948	471.596	44.9288	-0.284402	7.65365	40.7296	8.96403	2.23847
60700	60.7	3.52405	3.35837	3.52954	8246.29	0.55699	597.086	79.4419	2709.07	229.805	832.131	10.0362	38.3796	2019.94	956.729	86.8592	182.911	416.328	84.1335	821.073	76.5946	-25.377	43.0673	14.8712	521.984	43.5912	1.8831	6.59114	45.6083	11.8661	2.16764
60800	60.8	3.49805	3.35837	3.50268	8185.44	0.55799	488.188	114.212	2690.07	243.216	814.792	9.77246	38.8088	1968.04	886.133	82.5241	182.622	432.694	82.5197	876.578	79.1552	-42.6037	47.8623	27.9625	514.355	48.4974	-0.168235	6.20537	47.7127	10.0621	1.9613
60900	60.9	3.5294	3.35837	3.53506	8258.8	0.55899	489.111	129.706	2500.02	172.174	820.463	9.06026	38.6564	1973.6	781.99	105.638	181.496	419.851	87.9594	816.078	72.1382	-48.6706	40.5264	10.1534	476.797	42.9872	-0.259745	7.89043	38.5306	11.0326	1.81866
61000	61	3.43477	3.35837	3.4373	8037.36	0.55999	479.306	106.897	2661.02	278.399	793.821	7.89876	38.5031	2072.59	888.25	117.345	184.758	406.967	85.8781	750.985	69.0087	-90.7952	51.0099	18.3543	498.841	40.7043	1.27054	6.67544	37.67	6.69186	1.67007
61100	61.1	3.60276	3.35837	3.61085	8430.45	0.56099	509.482	81.0872	2606.99	216.825	725.724	6.89065	38.9331	1921.48	798.318	100.276	188.688	398.648	87.9276	797.516	71.3341	-71.402	46.8511	10.1647	512.591	35.1941	-0.495364	8.03773	29.3259	10.7184	1.51866
61200	61.2	3.49155	3.35837	3.49596	8170.22	0.56199	612.858	127.621	2621.87	226.25	776.333	6.15698	39.4793	1804.12	857.072	67.7439	191.239	387.455	86.5818	836.221	65.7017	-70.1032	49.0502	15.5331	519.305	35.8868	-0.662563	8.14215	26.868	9.41669	1.37144
61300	61.3	3.5332	3.35837	3.53899	8267.69	0.56299	572.594	84.9923	2573.75	204.247	792.307	6.58737	39.2425	1922.48	846.817	68.2757	187.547	402.529	88.1611	846.133	63.7374	-39.8656	49.0216	8.13741	486.697	40.4769	0.413189	7.19188	37.9308	12.03	1.32187
61400	61.4	3.53256	3.35837	3.53833	8266.19	0.56399	503.892	112.081	2702.57	225.037	762.606	7.0903	37.9419	1992.03	787.778	114.92	188.567	390.401	89.4147	775.247	65.4132	-56.4907	47.1835	21.9947	481.035	51.8682	1.03096	7.13418	43.1323	11.3397	1.4042
61500	61.5	3.57158	3.35837	3.57864	8357.5	0.56499	525.918	121.181	2679.25	235.533	794.89	7.2327	37.1688	1964.83	890.225	82.0324	191.842	395.67	88.4588	826.496	65.5569	-49.6622	36.7572	21.338	550.373	34.0696	0.35288	9.07378	27.9541	12.0479	1.3482
61600	61.6	3.45368	3.35837	3.45683	8081.6	0.56599	542.755	114.575	2684.46	254.612	886.893	6.98351	35.6642	1879.34	972.972	114.392	190.579	400.339	89.7212	801.782	65.3912	-41.9284	45.5454	17.3963	517.065	43.8169	0.173939	7.89282	34.0456	9.04224	1.49718
61700	61.7	3.55251	3.35837	3.55894	8312.88	0.56699	516.431	102.843	2535.78	214.025	844.155	6.76628	34.5753	1868.11	779.433	79.6149	190.338	401.923	91.7925	836.106	79.2084	-75.4874	53.117	18.7988	517.223	41.3225	1.24858	7.36133	38.312	14.2188	1.89212
61800	61.8	3.54608	3.35837	3.55229	8297.82	0.56799	510.747	102.304	2467.16	231.33	866.325	6.76203	34.5101	1882.21	831.704	71.9611	195.303	388.805	89.7247	822.488	73.1146	-57.9952	49.1962	12.2051	483.878	46.8473	-1.0907	9.87034	31.1563	14.3603	2.33511
61900	61.9	3.49466	3.35837	3.49917	8177.51	0.56899	562.19	104.486	2679.8	296.706	778.713	6.70315	33.8321	2015.43	844.945	80.7853	195.662	392.888	88.0726	789.777	61.829	-79.3103	46.8297	12.7273	486.092	44.7341	-0.390638	8.09637	35.5291	8.4681	2.66185
62000	62	3.55423	3.35837	3.56072	8316.91	0.56999	499.407	99.1905	2608.05	248.605	853.757	6.72163	33.7413	1894.37	842.716	90.2501	194.169	391.988	88.0048	800.965	62.7661	-73.716	45.9334	19.9092	507.664	46.8797	1.03641	9.03919	29.9549	14.3977	2.53163
62100	62.1	3.65866	3.35837	3.6686	8561.26	0.57099	518.047	111.116	2736.89	236.057	834.649	6.72815	33.8876	1956.24	820.583	138.91	190.86	402.714	93.5275	713.219	80.9477	-41.4485	42.7635	21.1017	481.593	45.3033	1.53493	6.09864	52.1048	11.7081	2.35029
62200	62.2	3.5196	3.35837	3.52494	8235.87	0.57199	500.984	109.084	2721.33	251.889	806.049	6.5768	34.9486	1947.65	897.194	82.7033	192.95	409.914	91.4011	843.212	71.4887	-60.7674	59.0497	22.8472	517.336	52.0855	0.3289	10.1365	44.7858	8.49929	2.42429
62300	62.3	3.64509	3.35837	3.65459	8529.52	0.57299	570.562	94.6204	2634.92	211.769	801.091	6.59742	35.4885	1848.13	872.98	98.9243	196.244	407.599	88.8959	820.346	74.3651	-75.7141	47.8017	18.4646	531.175	41.2856	1.34588	5.1638	30.6601	8.75528	2.3172
62400	62.4	3.72661	3.35837	3.7388	8720.27	0.57399	556.417	115.424	2816.21	244.218	887.347	6.34106	35.4478	1815.28	794.577	91.4034	196.39	406.737	88.0179	789.148	61.3657	-83.2995	59.4264	11.5023	468.957	54.584	0.629941	6.30498	31.126	7.2288	2.298
62500	62.5	3.41044	3.35837	3.41217	7980.43	0.57499	546.07	126.045	2853.62	235.996	776.647	6.04702	35.6571	1947.62	881.075	92.3167	191.561	421.158	90.6674	816.99	70.6825	-67.3616	57.4192	10.4867	470.353	41.2559	0.663716	7.74394	53.5051	8.74264	2.12038
62600	62.6	3.5427	3.35837	3.54881	8289.93	0.57599	578.764	92.844	2682.33	206.8	820.278	6.2675	35.2855	1876.22	859.057	89.4755	190.537	428.459	90.5168	811.412	74.5585	-67.733	68.0613	12.4248	474.507	42.4587	4.02007	10.9348	46.1693	10.0666	2.34436
62700	62.7	3.53642	3.35837	3.54232	8275.23	0.57699	450.126	114.143	2656.06	221.948	757.332	6.67532	34.0664	1776.4	848.626	94.0894	193.966	410.099	95.411	783.628	75.6293	-68.4393	54.8445	15.7773	507.177	46.6982	1.30333	2.99743	45.4782	10.2042	2.34556
62800	62.8	3.66285	3.35837	3.67293	8571.07	0.57799	536.685	77.2175	2494.58	229.681	846.948	7.28836	34.2051	1984.29	811.311	83.3976	190.813	421.016	95.3703	853.142	68.5401	-85.5423	53.432	9.97141	479.746	38.1918	1.82875	6.89241	36.0726	18.9559	2.29053
62900	62.9	3.67205	3.35837	3.68243	8592.59	0.57899	535.896	110.761	2594.23	222.818	791.863	7.69604	33.1802	1997.96	737.94	95.1563	195.053	420.844	91.7506	865.983	82.3143	-52.6515	54.3453	19.8285	496.351	44.2052	2.14199	8.22517	39.4366	11.7406	2.23386
63000	63	3.52119	3.35837	3.52658	8239.59	0.57999	516.217	111.624	2546.9	220.586	839.307	7.06033	32.7348	1887.24	906.104	73.0967	195.931	434.79	89.6172	914.361	79.2089	-78.8696	49.4653	16.4358	506.501	56.2581	0.356072	4.13331	35.8017	10.6252	2.33539
63100	63.1	3.50494	3.35837	3.50979	8201.56	0.58099	531.907	99.5437	2650.51	212.098	880.72	7.25001	31.7788	1829.95	864.776	87.6874	197.026	438.946	89.1297	922.548	73.3975	-73.1925	63.9906	10.269	509.103	46.4509	4.45331	4.52091	29.2703	10.4981	2.26705
63200	63.2	3.57268	3.35837	3.57977	8360.06	0.58199	568.191	115.271	2563.1	193.528	833.488	7.49361	31.7142	1748.42	869.747	80.9931	195.938	450.497	88.0557	909.454	80.8618	-83.9356	51.1138	8.56905	511.099	56.4788	1.57124	2.9604	32.3801	8.88924	2.18833
63300	63.3	3.59756	3.35837	3.60548	8418.3	0.58299	527.562	128.327	2507.65	264.516	854.458	7.01768	31.5663	2030.32	875.804	85.3401	196.125	456.005	84.9305	863.839	73.9038	-88.2682	44.6584	24.4085	526.196	47.3536	4.58455	4.57696	38.4722	9.84734	2.07301
63400	63.4	3.62375	3.35837	3.63253	8479.57	0.58399	549.996	89.327	2714.64	234.058	824.744	6.15573	32.5655	2093.81	938.06	113.034	191.947	455.76	90.073	798.997	72.8666	-86.5027	61.9943	15.3179	464.945	41.7776	2.77413	6.71415	52.22	9.59668	2.00292
63500	63.5	3.6044	3.35837	3.61255	8434.3	0.58499	501.595	113.907	2621.1	202.272	855.119	5.73871	33.1207	2041.82	844.223	67.5004	196.164	435.369	93.7949	767.409	85.4569	-84.7253	49.3927	10.7408	486.562	53.0858	1.8419	9.13369	45.8521	12.4569	2.17838
63600	63.6	3.4518	3.35837	3.45489	8077.2	0.58599	540.45	131.162	2573.02	246.982	809.17	6.02481	32.7934	2034.78	868.567	96.9369	194.88	433.043	94.091	768.932	65.0963	-103.574	52.5491	17.4715	467.798	40.0423	4.36933	7.63622	43.7303	9.15415	2.06105
63700	63.7	3.58689	3.35837	3.59445	8393.32	0.58699	566.482	76.2457	2643.9	252.341	816.555	6.17743	33.0509	1859.33	885.17	67.5235	200.551	425.812	90.7806	762.672	75.8355	-86.9284	49.6476	19.5815	529.32	48.2396	4.91839	6.14542	51.0658	9.93974	1.95324
63800	63.8	3.61153	3.35837	3.61992	8450.99	0.58799	512.321	118.719	2534.21	250.099	790.541	6.11767	32.9172	2002.9	881.709	91.577	196.697	431.976	92.4773	767.795	71.8099	-75.4391	42.5679	12.729	449.102	42.0613	0.646643	5.17813	58.3735	9.69416	1.76093
63900	63.9	3.50859	3.35837	3.51356	8210.09	0.58899	520.404	112.822	2624.92	204.103	744.979	6.20007	33.342	1855.73	909.736	61.7569	201.275	425.841	93.9761	792.081	81.1153	-69.6595	51.6286	12.8062	497.437	45.109	1.44701	10.2755	49.3115	10.3631	1.61724
64000	64	3.53838	3.35837	3.54434	8279.8	0.58999	478.298	114.299	2594.62	218.495	866.548	6.39382	34.5409	1908.5	927.782	73.0657	200.126	421.481	92.4087	728.999	67.2868	-39.2694	35.1722	21.7832	491.189	59.901	0.228868	4.78135	57.514	20.4795	1.2352
64100	64.1	3.57621	3.35837	3.58342	8368.33	0.59099	516.357	108.258	2612.72	214.133	806.57	6.07225	34.4167	1837.41	852.68	85.5126	202.614	420.956	96.0617	781.215	67.7723	-76.5031	41.3973	8.7565	502.065	57.6664	3.58937	5.66945	49.1429	11.4046	1.29727
64200	64.2	3.45087	3.35837	3.45393	8075.03	0.59199	539.947	115.409	2581.43	269.996	767.133	6.28198	35.0215	1864.67	813.868	77.1202	196.203	434.296	98.8321	751.27	65.7375	-42.2378	53.5795	10.8255	463.965	54.981	0.320221	7.37372	59.2069	15.8062	1.13582
64300	64.3	3.57489	3.35837	3.58206	8365.23	0.59299	538.601	93.0114	2549.22	231.322	823.93	5.95526	34.847	2007.99	887.705	86.5194	204.343	429.75	94.6806	842.803	76.7941	-115.409	55.3307	11.6022	529.081	53.4321	0.193116	4.68107	40.8869	11.3388	1.00559
64400	64.4	3.5327	3.35837	3.53847	8266.51	0.59399	532.15	98.1678	2597.96	216.145	808.739	6.25688	33.5625	1872.91	886.588	86.8207	202.64	429.832	97.2505	845.927	73.7051	-57.6245	50.6648	11.6113	493.113	50.6304	0.307114	6.74305	54.6863	12.3052	0.939387
64500	64.5	3.50688	3.35837	3.5118	8206.11	0.59499	532.957	97.4695	2655.4	219.185	792.96	6.22704	33.7577	2040.69	818.542	92.4246	203.813	418.082	99.1314	789.036	67.948	-93.8439	71.9638	8.60066	474.401	34.7338	1.81385	8.77028	40.437	12.4887	1.12337
64600	64.6	3.48975	3.35837	3.49411	8166.03	0.59599	508.996	92.3683	2650.92	267.097	813.433	6.14254	34	2005.02	824.061	58.8822	205.62	426.035	98.2212	798.425	70.1657	-107.589	50.2537	18.3031	493.138	45.7687	0.0855942	5.55177	27.6388	13.9358	1.33713
64700	64.7	3.45691	3.35837	3.46018	8089.18	0.59699	474.026	92.4362	2674.47	254.031	774.126	5.83606	34.2817	1958.34	795.952	90.2822	202.609	435.482	97.0724	833.73	70.9849	-96.1103	69.4493	16.8295	508.516	37.8248	2.21443	8.6127	39.1969	11.4622	1.48962
64800	64.8	3.56495	3.35837	3.57179	8341.99	0.59799	499.136	158.393	2452.75	222.295	820.507	5.32124	34.271	1932.21	863.387	97.7015	206.807	425.868	102.944	857.29	79.2502	-83.9983	55.2133	16.0636	481.063	44.7032	0.595264	11.5428	37.0044	9.90403	1.53609
64900	64.9	3.41821	3.35837	3.42019	7998.61	0.59899	572.663	105.863	2663.16	185.785	856.992	5.50148	34.2425	1990.84	902.461	115.363	208.435	439.832	92.8865	802.719	74.1593	-88.7389	40.8157	7.21196	478.871	45.3062	0.191849	7.65776	34.698	12.3144	1.45845
65000	65	3.52119	3.35837	3.52659	8239.6	0.59999	488.57	110.767	2527.73	216.717	865.314	5.80339	34.4563	1971.15	828.616	111.544	204.206	449.364	99.0934	889.812	77.2121	-83.9153	49.152	10.8315	500.835	35.1264	-0.654464	13.2807	46.3077	11.2306	1.42612
65100	65.1	3.51614	3.35837	3.52136	8227.76	0.60099	445.681	114.101	2398.43	250.561	879.017	6.34835	34.0557	1946.81	903.727	55.5905	207.041	445.527	96.7446	869.265	69.6628	-73.1536	42.0349	22.356	511.676	49.3629	0.416001	4.54478	48.9634	11.4906	1.13763
65200	65.2	3.54816	3.35837	3.55444	8302.69	0.60199	519.689	150.96	2545.35	238.335	935.116	6.80008	33.281	1828.91	858.815	74.9169	206.301	439.39	100.773	813.673	67.9076	-53.391	55.5235	13.0036	501.972	39.5808	2.04645	10.5605	37.1598	10.523	1.11794
65300	65.3	3.4926	3.35837	3.49704	8172.68	0.60299	499.384	112.654	2676.39	239.002	867.01	7.29995	33.3953	1957.09	976.004	92.2589	205.106	436.015	101.708	764.106	70.9606	-68.7715	50.0791	16.7021	459.081	52.2484	0.163917	6.95902	39.9934	10.5874	1.0045
65400	65.4	3.61339	3.35837	3.62183	8455.33	0.60399	475.62	122.778	2729.05	210.72	786.262	7.83055	32.4699	1781.35	743.705	104.044	208.241	434.323	101.633	851.861	73.4597	-112.326	60.4852	14.9367	477.534	37.1471	1.206	7.17634	52.8618	9.82805	0.97204
