step	time	T	Ekin	lj	bond_124	angle_252	dihedral_190	lj-14_0	lj-14_1	P
168000	168	3.45645	38885.1	-35797.6	14064	17314.3	77574.5	384.797	17483.2	-19.2153
169000	169	3.53901	39813.9	-36138.1	13664.4	17950.6	77669.3	387.718	17548.4	27.4972
170000	170	3.5006	39381.7	-36010.5	13972.2	17157.8	77746.1	398.612	17648.6	1.42846
171000	171	3.50753	39459.7	-35865.5	14045.1	17298.9	77784.5	401.726	17590.4	7.91431
172000	172	3.53766	39798.6	-35767.5	13933.4	18221.6	77692.9	421.26	17295.5	-25.81
173000	173	3.52355	39639.9	-35851.2	13980.4	17177.5	77128.1	474.512	17819.7	28.0352
174000	174	3.54605	39893.1	-35808.4	13652.3	17427.5	77243.4	406.394	17913	43.327
175000	175	3.5305	39718.1	-35908.2	14441.6	17405.7	77306.2	417.774	17542.2	-29.4307
176000	176	3.47447	39087.7	-35793.9	14418.3	17337.3	77460.2	443.283	17459.3	-29.1111
177000	177	3.53567	39776.3	-35667.2	14481.4	17691.1	77455.3	412.138	17429.1	-15.555
178000	178	3.5787	40260.3	-35909.6	14388.4	17543.5	77535.8	390.451	17456.8	3.72299
179000	179	3.50758	39460.3	-36034.7	14072.7	17284.6	78316.8	424.765	17147.5	-3.40188
180000	180	3.57948	40269.2	-35900	14005	16679	77609.5	396.987	17798.2	0.415755
181000	181	3.5601	40051.1	-35613.2	14731.5	17576.5	77338.9	452.088	17341.7	-51.9398
182000	182	3.49863	39359.6	-35918.6	14302.3	16962.2	77974.8	440.07	17817.7	-12.3451
183000	183	3.57977	40272.4	-35955	13837.5	17698.7	77856.2	379.492	17300.3	-7.81972
184000	184	3.56941	40155.8	-36084.9	13864.2	17645.9	77559.3	468.018	17347.7	-2.40459
185000	185	3.51945	39593.8	-35945.9	14387.9	17233.7	77854.9	386.734	17619.6	-25.1065
186000	186	3.51603	39555.3	-35778.8	13986.3	16794.1	77859.5	441.357	17334	-6.77124
187000	187	3.5535	39976.9	-35998.2	14110.5	17356.6	77919.3	403.761	17633	4.71452
188000	188	3.56513	40107.7	-35996.6	13618.7	17219.5	78463.9	424.065	17378.2	34.1435
189000	189	3.55607	40005.8	-35672.4	14032.4	17554.3	77748.2	468.023	17361.2	-11.687
190000	190	3.42187	38496	-35812.7	14179.2	17290.3	77624.9	401.646	17496.6	1.20538
191000	191	3.53077	39721.2	-35952.1	14101	17258.5	77307.3	426.424	17796.6	25.3936
192000	192	3.50353	39414.7	-35735.8	14472.2	17509.5	77514.6	485.303	17524.7	6.32798
193000	193	3.52621	39669.9	-36096.4	14233.8	17690	78024.6	388.591	17180.8	-9.52108
194000	194	3.53865	39809.8	-35811.7	14126.6	17502.1	77616	442.866	17649.9	4.12994
195000	195	3.55727	40019.3	-35931.6	14085.9	17165.4	77923.6	356.429	17562.1	15.6909
196000	196	3.48891	39250.2	-35856.9	13963.9	17138.1	77809.8	430.459	17468.6	15.9933
197000	197	3.50407	39420.8	-35833.8	14058.9	17305	77850.3	331.376	17333.2	-6.85956
198000	198	3.51744	39571.2	-36024.8	14539.8	17283.2	77991.9	394.592	17397.6	6.45941
199000	199	3.57215	40186.7	-35901.4	14306.2	17561.6	77366.8	405.899	17586	26.5079
200000	200	3.51118	39500.8	-36172.8	14295.1	17404.1	78144.5	425.4	17513.8	-10.5546
201000	201	3.44224	38725.2	-36161	14475.4	17301.4	77621.5	378.548	17510.8	-31.9991
202000	202	3.54307	39859.6	-35768.6	14384.2	17657.3	77292.3	444.748	17793.1	14.2983
203000	203	3.48077	39158.7	-35773.2	14259.1	17367.8	77066.6	446.567	17567.6	-5.92728
204000	204	3.53288	39744.9	-35920.7	14406.7	17747.9	77518.4	385.285	17305.5	-65.5109
205000	205	3.536	39780	-35837.4	14251.8	17313.2	77631.5	376.221	17540.2	5.99711
206000	206	3.54046	39830.2	-35713.3	14447.6	17064.7	77521.8	402.088	17563.1	-10.2668
207000	207	3.52459	39651.7	-35884.9	13980.4	17850.1	77456.2	484.261	17526.3	-34.9387
208000	208	3.5079	39463.9	-35801.6	14131.2	17610.1	77476.2	339.552	17709.6	0.899734
209000	209	3.52877	39698.7	-35836.8	13821.3	17730.8	77127.9	463.922	17773.3	36.537
210000	210	3.53151	39729.5	-35684.9	14386.8	17845.3	76913.7	400.957	17863.8	-0.33144
211000	211	3.52347	39639.1	-36032.7	14376.6	17436	77404.1	389.837	17332	5.82866
212000	212	3.49357	39302.7	-35763.4	14014.6	17627.6	77414.5	365.996	17449	2.67851
213000	213	3.54866	39922.4	-35979.9	14387.3	17273.1	77678	404.737	17228.9	-19.7335
214000	214	3.49015	39264.2	-36046.9	13889.8	17382.3	77991.1	398.277	17675.5	-18.5263
215000	215	3.40844	38344.9	-35951.1	14479	17542.4	77745.3	388.033	17422.9	-4.38947
216000	216	3.50271	39405.4	-35657.3	13896.9	17187.2	77395.5	426.272	17847.5	20.4725
217000	217	3.554	39982.5	-36028.7	14225	17625.4	77725.4	423.869	17287	10.6728
218000	218	3.48714	39230.3	-36031	14118.8	17160	78098.8	448.145	17288.4	15.9478
219000	219	3.51152	39504.6	-35783.3	14422.2	17063	77950.4	423.942	17408.1	23.0972
220000	220	3.4858	39215.2	-36004.2	14371.6	17215.7	77421.5	385.113	17676.8	-0.224839
221000	221	3.56728	40131.9	-36159.7	13942.3	17536.9	78356.7	367.291	17087.2	-11.0673
222000	222	3.48494	39205.6	-36057.8	13837.6	17805.2	77693.5	361.693	17383.9	-22.7212
223000	223	3.51286	39519.7	-35979.6	14114.6	16849.6	77714.3	344.145	17677.5	22.0705
224000	224	3.50466	39427.4	-35953.1	14311.9	17265.1	77573.1	456.828	17391.6	-43.4738
225000	225	3.56813	40141.5	-36007.8	14257.2	17399.9	77798	381.543	17460.7	-5.00111
226000	226	3.48438	39199.3	-36164.6	14063.3	17359.5	77927.2	368.444	17342.2	-22.1016
227000	227	3.45961	38920.6	-36042.5	14267.4	17111.9	77750.5	453.709	17178.9	-46.004
228000	228	3.47483	39091.8	-35929.8	14916.1	16845.3	77724.6	358.652	17523.8	-46.3572
229000	229	3.51206	39510.7	-36070.6	14363.9	16732.3	77537.1	399.23	17359.4	-41.0066
230000	230	3.52645	39672.6	-36165.5	14339.8	17118	77946.5	396.723	17431.3	-36.6016
231000	231	3.49394	39306.8	-35989.9	14153.3	17670.8	77505.3	394.291	17685.2	19.2932
232000	232	3.52519	39658.4	-35840.9	14453.4	17130.9	77893.1	361.085	17736.8	16.4402
233000	233	3.48843	39244.8	-35804.7	14235.7	16855.1	78041	359.502	17730.8	-4.45467
234000	234	3.45226	38837.9	-36229.5	14036.3	17389.7	77304.4	414.328	17964.7	8.03181
235000	235	3.5294	39705.8	-35786.3	14259.1	17442	77037.7	390.817	17913.2	18.3597
236000	236	3.58857	40371.5	-35979.6	14095.4	17191.7	77441.5	439.936	17577.6	3.57738
237000	237	3.51605	39555.6	-36009.4	14129.5	17695.7	76923.8	393.116	17678.5	-21.7559
238000	238	3.46456	38976.3	-35884.5	14356.8	17162.7	77869	418.06	17555.3	-4.55743
239000	239	3.55146	39953.9	-36104.2	13817.1	17558.2	77982.9	414.103	17403.3	22.5494
240000	240	3.55089	39947.6	-36059.7	14312	17308.4	77472.2	467.358	17965.4	16.1635
241000	241	3.52171	39619.3	-35795	14082.5	17317.6	77539.9	448.142	18019.9	10.0608
242000	242	3.57067	40170	-35978.8	13671.8	17227.4	77566.6	389.551	17318.5	1.07908
243000	243	3.50946	39481.5	-35762.3	14610.1	17948.5	77162.3	385.284	17530.7	-28.2793
244000	244	3.56436	40099	-35863.3	14237.2	17462.7	77129.9	444.529	17624.4	-21.1485
245000	245	3.4689	39025.1	-35879.3	14002.5	17211.3	77563.4	391.238	17769.9	13.2613
246000	246	3.45589	38878.8	-36090.3	13750.9	17537.7	77125.1	411.448	17958.2	6.64644
247000	247	3.56374	40092	-36139.6	14359.8	17184.6	77228.8	387.454	17601.5	-26.3621
248000	248	3.51364	39528.5	-36065.6	14297.4	17633	77167.6	403.854	17849.7	13.2701
249000	249	3.48231	39176	-35963.5	13967.8	17924	77484.9	489.895	17409.8	14.5852
250000	250	3.50996	39487.1	-35977.3	13971.3	17271.9	77297	423.46	17677.4	16.2696
251000	251	3.51462	39539.5	-35685.2	13682.3	17162.6	76962.3	404.385	18208.6	34.9247
252000	252	3.51654	39561.1	-35653	14296.5	17513.1	76804.6	374.125	17537.6	-6.8567
253000	253	3.5248	39654	-35937.8	13842.9	17352	77266.4	397.762	17468.1	-40.6347
254000	254	3.47986	39148.4	-36064.4	14397.3	17374.7	78913.9	432.403	17175.5	-5.98275
255000	255	3.52576	39664.8	-35674.9	14259.2	17290.8	77192.3	423.015	17785.3	19.631
256000	256	3.50751	39459.5	-35710.5	13845.3	17413.3	77063.1	370.131	17724.1	24.8146
257000	257	3.5207	39607.9	-35623.6	14094.1	17897.3	77493.1	387.331	17384.9	29.193
