step	time	T	Ekin	angle_252	angle_253	angle_254	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285	angle_286	angle_287	angle_288	angle_289	angle_290	angle_291	angle_292	angle_293	bond_124	bond_125	bond_126	bond_127	bond_128	bond_129	bond_130	bond_131	bond_54	coulomb	dihedral_124	dihedral_160	dihedral_3	dihedral_37	dihedral_4	dihedral_65	dihedral_67	dihedral_8	lj	lj-14_0	lj-14_1	lj-14_3	lj-14_4	lj-14_5
71000	71	2.47399	100197	1493.83	1047.22	1365.04	888.993	645.825	551.568	3850.23	773.28	862.448	4595.24	1367.97	1040.03	913.121	1753.95	4278.27	860.778	877.95	1021.45	4040.11	1092.17	1181.09	866.07	2723.67	763.577	3750.05	1016.05	1090.57	1522.75	1282.17	1123.71	1057.83	1102.69	1396.94	1230.78	1147.39	1077.59	1105.84	1744.15	1303.88	1099.51	1128.24	1137.15	16323.9	3493.73	11272.5	6150.11	4819.81	7805.18	3664.11	2015.04	5442.09	675120	-1482.24	3304.09	5333.28	5025.02	9072.09	8464.25	5419.27	59854.3	-73356	26399.4	5497.4	-1165.51	161.319	322.331
71500	71.5	2.4648	99824.5	1489.07	971.023	1492.1	892.129	673.84	581.488	3886.79	786.708	856.378	4813.7	1175.06	1052.16	881.969	1691.14	4274.03	817.824	862.898	1046.97	4212.87	1052.31	1143.74	777.573	2487.08	774.538	3668.71	1058.13	1152.98	1536.48	1318.03	1105.2	1158.66	1101.18	1331.72	1339.61	1047.71	1031.11	1087.15	1801.66	1385.86	1048	1109.85	1095.79	16194.9	3591.99	10813.6	6261.31	5173.18	8045.71	3549.06	1973.35	5272.08	675899	-1642.42	3256.39	5311.98	5016.95	9049.65	8473.36	5512.26	59957.3	-73597	26576.1	5510.63	-1161.43	140.5	342.911
72000	72	2.46826	99964.7	1519.8	941.262	1431.68	911.618	654.424	584.584	3873.69	809.356	868.876	4439.48	1196.34	1065.22	877.681	1709.91	4401.52	853.741	881.514	1121.76	4155.89	1045.45	1171.96	871.758	2598.57	810.752	3573.01	1068.69	1079.07	1561.39	1264.11	1012.28	1106.01	1038.64	1368.38	1370.68	1034.37	993.216	1084.04	1740.71	1219.16	1201.51	1054.41	1221.2	16438.8	3342.66	11156.1	6222.34	4916.04	8045.69	3592.16	2126.26	5217.98	676123	-1541.21	3270.48	5341.88	4919.64	8822.06	8585.03	5439.77	59914.3	-74212.8	26506.9	5485.71	-1163.87	159.911	362.411
72500	72.5	2.4897	100833	1580	1034.72	1443.31	905.244	644.788	610.112	3838.63	749.802	913.264	4497.18	1160.03	1090.86	890.375	1788.83	4252.51	856.577	927.705	1083.33	4196.5	988.907	1086.77	858.097	2478.93	749.137	3688.57	1018.84	1052.36	1422.32	1235.98	1044.47	1144.14	1173.89	1287.41	1270.62	1103.9	1003.46	1160.53	1756.99	1374.03	1144.94	1062.15	1107.74	16015.9	3557.15	11261.6	6007.01	4768.95	8096.05	3508.54	1964.92	5365.03	675947	-1454.57	3282.86	5327.18	4547.35	8853.67	8431.12	5532.74	59916.8	-73601.6	26561.2	5489.3	-1164.84	174.868	330.203
73000	73	2.47577	100269	1479.36	986.655	1438.34	942.95	659.919	573.531	3862.2	807.102	950.757	4502.88	1191.89	1087.49	902.988	1786.52	4248.04	845.267	885.337	1127.52	3903.08	1028.22	1157.1	802.225	2477.53	821.172	3635.57	1094.84	1242.72	1597.83	1229.3	1088.13	1074.89	1141.61	1363.54	1277.35	977.125	1044.51	1001.2	1782.77	1272.36	1142.21	1153.23	1202.08	16637	3562.04	10892.6	6382.63	5131.13	7938.65	3449.1	2167.52	5449.92	674461	-1314.39	3308.9	5343.47	5172.19	8949.25	8245.85	5455.25	59833.6	-72885.4	26223.3	5403.31	-1167.66	158.427	333.196
73500	73.5	2.46736	99928	1525.99	1004.48	1446.19	929.357	626.701	600.176	3879.57	775.454	909.39	4582.46	1124.29	1067.49	818.268	1681.55	4324.46	848.361	854.227	1067.23	3964.83	1088.8	1078.62	847.492	2618.98	745.774	3623.75	1046.81	1032.73	1494.87	1339.64	1074.47	1054.47	1057.5	1390.96	1413.31	1076.06	995.866	1103.03	1682.65	1333.73	1085.11	1007.94	1062.09	16450.6	3429.56	10978.1	6356.81	4752.15	7828.73	3651.95	2043.93	5262.49	674759	-1339.68	3255.74	5321.08	5000.88	9118.72	8379.69	5462.22	59885.4	-73641.7	26347.8	5439.59	-1165.91	153.251	332.704
74000	74	2.46315	99757.7	1520.45	1025.44	1499.61	893.864	685.205	594.204	3761.8	771.072	939.629	4587.28	1288.15	1047.37	876.104	1767.55	4508.65	790.107	888.931	1049.44	4084.34	1043.18	1104.25	869.045	2401.7	797.796	3828.26	1066.9	1209.53	1486.63	1286.5	1020.09	1058.92	1091.98	1269.54	1291.66	1091.04	1085.03	1082.68	1776.13	1264.39	1073.76	1109.68	1215.59	16466.6	3486.05	10975	6321.94	5014.79	8014.87	3484.44	2168.14	5475.37	673976	-1267	3302.11	5333.24	5006.75	9126.09	8298.12	5461.51	59894.9	-73012.4	26451.1	5538.74	-1165.41	148.463	345.171
74500	74.5	2.46852	99975.2	1512.81	893.903	1404.03	864.57	616.167	583.218	4026.99	814.292	936.301	4572.57	1232.04	1043.17	879.922	1654.55	4386.32	797.808	866.61	1085.52	4048.92	1074.17	1073.95	868.746	2480.5	779.46	3488.86	999.114	1092.9	1618.56	1280.37	1048.62	989.46	1160.66	1417.83	1342.14	1022.03	989.865	1066.43	1830.75	1288.45	1127.8	1095.09	1050.28	16542.6	3504.67	10690.3	6424.39	4978.28	8245.94	3637.61	2028.08	5597.53	675475	-1346.95	3272.5	5383.42	4906.08	8897.67	8319.98	5427.93	59871.7	-73745.8	26398.7	5474.95	-1161.95	153.101	342.477
75000	75	2.4928	100958	1518.97	994.006	1390.08	865.677	630.469	580.015	3884.01	735.062	915.705	4500.22	1286.33	1052.02	855.632	1694	4624.97	779.793	878.707	1103.65	4012.91	1016.24	1186.71	833.757	2521.83	751.355	3710.62	1061.15	1086.52	1567.61	1286.1	1084.26	1050.18	1135.14	1322.57	1308.52	1059.76	1037.79	1155.39	1771.9	1286.35	1138.15	1100.01	1132.21	16121.8	3547.98	11309.6	6260.98	4929.33	8140.92	3602.54	1946.59	5605.92	674509	-1236.85	3227.42	5294.41	4835.72	8965.26	8606.81	5452.97	59899.7	-73551.9	26500.8	5432.64	-1164.1	130.395	335.792
75500	75.5	2.47099	100075	1508.59	1030.04	1386.57	807.922	628.742	580.282	3876.85	798.682	873.764	4595.14	1324.52	1026.24	847.881	1736.7	4433.67	793.689	902.157	1082.36	3909.76	1099.46	1167.25	874.294	2457.32	789.531	3653.32	1029.73	1116.26	1501.07	1245.97	1020.74	1091.04	1168.33	1368.76	1344.31	1046.36	1070.52	1114.73	1814.22	1314.9	1140.2	1041.9	1070.27	16781.4	3485.23	10805.9	6631.93	4646.13	8003.38	3655.81	2069.79	5393.93	675314	-1259.32	3274.46	5393.18	4902.42	8768.45	8609.77	5452.62	59931.8	-73787.5	26321.3	5521.11	-1164.18	143.492	342.752
76000	76	2.4807	100468	1612.24	973.998	1359.93	863.708	651.438	622.301	3773.18	810.672	938.179	4585.43	1298.6	1087.6	861.432	1807.92	4330.98	827.502	919.922	1098.31	3955.08	1044.95	1093.4	851.42	2526.82	798.944	3823.75	1115.47	1125.47	1570.69	1199.46	1080.5	1072.3	1107.73	1271.5	1313.1	1107.73	986.842	1099.99	1708.09	1245.46	1020.39	1116.93	1134.63	16242	3376.71	11023.4	6117	4933.54	7872.68	3582.27	2225.11	5388.57	674787	-1278.89	3328.23	5387.73	4791.87	8888.29	8421.9	5480.06	59905.3	-73456.8	26532.7	5455.4	-1163.95	169.459	343.55
76500	76.5	2.48533	100656	1539.6	968.983	1401.39	859.491	661.161	577.379	3809.46	756.358	857.239	4409.22	1278.84	1033.42	846.44	1811.17	4364.11	869.498	902.821	1135.79	3930.3	1001.44	1118.14	785.59	2388.9	738.49	3871.24	1060.45	1082.59	1549.09	1344.19	1073.5	1109.59	1172.45	1264	1387.91	1048.72	1028.35	1054.44	1771.21	1245.91	1094.11	1072.56	1146.25	16682.6	3356.04	10648.4	6296.95	4854.17	8188.49	3497.79	2008.08	5522.15	674749	-1520.85	3288.23	5343.37	5098.96	9256.06	8476.72	5399.76	59958.4	-73268.1	26435.7	5567.15	-1164.32	143.054	360.936
77000	77	2.46498	99831.5	1541.59	1039.65	1459.18	919.728	666.977	595.685	3777.51	805.219	894.682	4475.02	1139.06	1137.77	909.325	1741.26	4532.86	852.52	883.354	1024.57	4049.57	1048.81	1065.67	814.304	2520.35	807.754	3691.43	968.57	1168.91	1483.68	1279.35	1146.4	1088.75	1291.06	1396.58	1293.81	1140.08	1060.98	1189.62	1823.57	1324.2	1181.26	1137.9	1148.96	16229.3	3453.72	11162.1	6175.63	5101.45	8005.72	3690.74	1927.23	5617.28	674230	-1174.83	3293.08	5379.44	4763.53	8866.89	8549.04	5426.15	59904.4	-73665.4	26420.2	5543.08	-1168.05	139.743	353.997
77500	77.5	2.48759	100748	1450.08	1004.99	1442.64	839.731	648.176	587.893	3903.88	791.441	925.002	4423.5	1176.93	1084.37	855.853	1691.48	4280.88	861.101	839.808	1041.14	4120.37	1076.57	1169.78	846.062	2602.93	788.206	3625.96	1153.96	1114.39	1594.8	1259.58	1138.96	1076.6	1005	1330.78	1340	1053.85	1059.63	1118.88	1754.71	1276.2	1084.05	1140.7	1162.83	16261.9	3579.15	10864.5	6485.85	4833.5	8142.17	3420.48	1996.11	5425.46	675009	-1362.04	3246.93	5355.81	4809.22	8726.8	8453.12	5465.5	59909.1	-73764.3	26405.3	5481.38	-1163.53	143.534	336.615
78000	78	2.47923	100409	1486.48	926.5	1412.26	914.082	697.558	561.393	3889.47	787.016	926.926	4619.78	1251.02	1076.99	865.188	1872.43	4442.41	811.038	925.428	1064.4	4265.23	1015.2	1136.16	860.235	2579.7	765.933	3677.26	1024.5	1106.88	1526.42	1269.89	1032.44	983.839	1130.42	1395.54	1297.36	1093.01	1015.95	1085.61	1773.48	1251.6	1023.99	1074.52	1140.82	16117.4	3361.6	11048.8	6284.75	4938.44	7885.41	3533.99	2074.83	5353.33	674450	-1306.49	3249.32	5304.58	4864.62	9008.4	8271.87	5495.16	59822.5	-73689.8	26509.5	5451.88	-1166.98	130.919	343.568
78500	78.5	2.47908	100403	1506.71	923.433	1401.27	939.369	667.419	586.117	3798.58	768.844	879.591	4700.72	1209.34	1052.53	898.007	1744.22	4343.52	857.692	854.109	1108.98	4018.91	1006.66	1116.43	848.061	2548.33	732.414	3878.95	1073.57	1184.17	1457.66	1323.99	1003.11	1002.94	1010.06	1310.19	1236.51	1043.28	1025.86	1098.77	1822.77	1283.18	1178.29	1102.08	1093.2	16511.2	3370.66	11065.4	6383.29	4841.48	8276.46	3565	2027.14	5351.88	673909	-1277.68	3282.42	5379.69	5030.05	9036.3	8491.09	5388.13	59949.5	-73549.5	26398.5	5453.61	-1166.09	127.225	341.345
79000	79	2.47272	100145	1547.05	1033.15	1380.35	869.141	603.258	585.061	3697.64	820.572	854.066	4470.47	1275.13	1116.31	807.622	1620.95	4313.04	849.073	861.127	1150.06	4107.74	1057.42	1148.64	898.853	2568.19	786.109	3894.8	1132.86	1110.14	1452.22	1239.25	1075.57	1118.22	1113.01	1361.2	1375.83	1075.65	1055.2	1149.33	1826.63	1221.64	1025.22	1176.15	1124.55	16840.2	3496.17	11193.6	6165.91	4842.42	8096.26	3718.69	2000.12	5333.38	673930	-1301.5	3246.68	5332.77	4784.98	9121.27	8646.79	5474.02	59829.5	-73243.7	26240.6	5436.63	-1165.19	130.316	361.79
79500	79.5	2.47738	100334	1503.8	918.584	1492.33	957.954	670.763	595.184	3804.72	730.472	851.772	4750.3	1199.97	1014.33	782.284	1732.42	4497.96	847.369	869.099	1168.01	4005.39	988.822	1183.93	839.029	2399.99	757.147	3710.37	1097.47	1043.8	1594.51	1293.96	1156.48	1112.75	1074.07	1264.02	1177.17	1064.19	1070.72	1229.08	1847.64	1339.91	1106.15	1130.24	1129.98	16357.3	3555.6	10774.3	6202.41	5127.02	8070.15	3510.01	1960.86	5585.9	675158	-1293.72	3207.26	5396.64	5038.81	9151.6	8200.09	5383.35	59832	-74060.5	26371.1	5466.97	-1166.06	131.682	370.115
80000	80	2.48885	100798	1560.43	956.192	1513.33	896.212	683.164	590.144	3804.83	778.14	938.44	4538.1	1238.59	1048.59	853.996	1763.04	4217.88	870.708	910.004	1102	4021.59	1005.36	1117.68	788.029	2425.9	745.101	3868.37	1153.23	1143.52	1595.44	1346.22	1042.64	1152.48	1094.67	1273.46	1379.93	1024.49	1001.34	1002.32	1626.18	1385.74	1088.65	1119.75	1096.09	16908.1	3749.96	11095.2	6439.63	4697.53	8243.56	3726.49	2234.08	5438.54	672902	-1180.01	3143.08	5377.96	5171.55	9459.55	8409.31	5379.05	59875.5	-73419.3	26149.3	5515.76	-1171.02	154.154	358.752
80500	80.5	2.49459	101031	1575.56	1009.57	1496.17	899.093	683.432	569.869	3814.13	755.79	869.588	4513.38	1206.19	1091.57	901	1793.27	4552.4	893.504	919.59	1057.68	4145.38	1092.47	1108.62	831.723	2440.7	793.068	3765.56	1088.51	1080.25	1528.32	1344.46	1140.38	996.082	1121.57	1334.99	1332.78	1066.66	1045.89	1088.01	1766.18	1302.25	1131.7	1002.64	1164.53	16887.8	3481.17	11083.2	6456.16	4956.36	7894.91	3397.1	1985.63	5418.68	673471	-1303.45	3257.78	5371.59	4836.27	8836.51	8620.13	5400.1	60002.8	-73454.4	26254.6	5504.57	-1167.82	126.811	349.813
81000	81	2.50525	101462	1409.32	947.658	1442.18	864.275	679.021	580.285	3767.07	733.513	878.797	4672.16	1285.63	1062.55	852.415	1760.22	4437.36	818.25	840.976	1147.07	3982.67	1091.62	1083.69	848.093	2523.07	749.119	3680.43	1138.68	1177.43	1543.29	1414.19	1069.22	1141.97	1143.17	1250.38	1296.44	1088.11	1029.92	1140.66	1851.41	1246.26	1105.54	1126.59	1130.2	16367.9	3226.29	10982.8	6154.13	4991.19	8082.91	3574.34	2055.49	5472.41	674895	-1279.4	3221.42	5344.79	4734.08	8878.45	8439.77	5474.61	59836.6	-73445.1	26508.7	5522.16	-1161.88	131.848	350.131
81500	81.5	2.46124	99680.4	1435.38	972.001	1422.17	918.185	659.433	538.554	3789.89	805.453	923.746	4597.72	1217.49	992.079	924.672	1722.75	4366.46	880.629	886.947	967.79	3936.77	1031.69	1219.28	839.911	2518.29	726.924	3599.45	975.943	1091.65	1578.16	1304.78	1154.04	1084.72	1127.94	1393.77	1413.55	1118.22	1104.74	1181.96	1846.12	1339.59	1077.17	1023.39	1135.03	16717.4	3489.05	10786.6	6017.24	4843.48	8062.83	3577.85	2066.52	5564.17	675153	-1484.87	3277.89	5379.21	4806.76	8990.43	8328.08	5401.11	59890	-74019	26334.7	5518.47	-1164.63	159.177	346.819
82000	82	2.4983	101181	1583.21	1007.33	1419.77	859.559	666.181	594.933	3758.39	775.127	899.481	4656.97	1336.15	1101.7	889.278	1763.5	4432.53	824.649	887.32	1118.62	3818.67	996.294	1122.74	842.738	2530.61	704.585	3973.18	1056.7	1229.39	1519.29	1357.11	1028.83	958.764	1148.86	1306.23	1339.25	1005.02	1043.97	1171.61	1900.26	1302.51	1131.06	1022.53	1112.2	16534.5	3527.76	11058.4	6018.43	4940.55	8127	3714.27	1869.81	5667.35	673365	-1555.9	3210.69	5405.24	4914.09	9097.23	8505.81	5360.62	59839.7	-73519.8	26319	5501.81	-1167.81	128.585	372.72
82500	82.5	2.4495	99204.6	1543.21	919.216	1414.22	867.377	665.921	591.252	3790.47	787.245	841.963	4296.14	1296.18	966.932	894.272	1752.76	4543.61	762.127	897.325	1050.17	4086.12	1113.2	1103.66	867.894	2412.44	756.197	3797.41	1028.9	1084.39	1490.66	1302.25	1066.69	1037.32	1214.61	1355.5	1332.73	1118.82	978.811	1120.69	1825.12	1303.54	1035.58	1153.11	1168.94	16475.1	3332.72	11006.7	6184.82	4698.77	8184.6	3426.86	2131.63	5303	674927	-1278.61	3245.11	5401.29	5100.36	9090.36	8429.3	5327.24	59949.4	-73656.2	26509	5554.12	-1162.91	127.743	366.45
83000	83	2.49199	100926	1469.52	1011.84	1406.3	867.288	646.033	562.943	3612.39	756.071	892.985	4601.66	1196.85	1066.72	830.073	1740.28	4289.63	797.395	900.462	1091.17	4078.42	1013.38	1099.16	815.431	2505.78	712.879	3803.03	962.098	1169.33	1658.51	1258.22	1081.11	1076.94	1134.93	1345.1	1321.62	1036.35	1047.51	1112.92	1796.29	1274.95	1145.42	1063.02	1140.56	16706.5	3608.84	11026.2	6197.91	5023.65	7936.55	3692.88	2059.81	5325.49	673469	-1316.66	3157.44	5404.69	5037.02	9150.62	8339.11	5347.29	59869.9	-73652.4	26302.1	5548.86	-1168.19	135.294	338.771
83500	83.5	2.46937	100009	1507.98	953.962	1454.63	951.9	642.324	579.618	3747.13	755.711	895.861	4773.31	1260.02	1115.22	853.165	1676.26	4303.51	880.276	838.166	1123.15	3974.88	1009.27	1133.31	860.936	2492.85	755.663	3771.41	988.832	1158.3	1500.57	1313.03	1161.32	1127.79	1097.81	1330.18	1330.32	991.16	1122.51	1123.68	1757.62	1334.75	1113.29	1137.17	1175.3	16318.4	3292.17	10801.4	6198.89	4805.43	7755.87	3470.77	2197.16	5222.74	674373	-1394.77	3224.33	5426.29	4844.02	9083.74	8372.11	5353.64	59974.8	-73709.4	26428.3	5539.38	-1162.82	140.694	347.218
84000	84	2.44987	99219.9	1517.41	1006.59	1513.3	846.395	724.565	593.516	3542.2	733.726	882.45	4612.55	1155.23	1016.15	823.481	1792.83	4260.6	817.722	878.032	1110.64	3839.57	980.379	1094.09	879.461	2509.58	691.966	3689.03	1045.72	1023.42	1514.22	1247.21	1003.99	1127.12	1156.44	1308.64	1232.36	1103.59	1012.2	1096.17	1756.47	1191.26	1129.91	1118.39	1159.83	16836.6	3422.65	10941.3	6511.13	4870.67	8157.52	3389.94	2029.58	5366.52	674306	-1271.49	3163.55	5420.1	4936.87	9063.83	8150	5373.45	59841.8	-73108.4	26344.7	5541.75	-1168.7	149.63	339.177
84500	84.5	2.48428	100613	1544.18	953.229	1433.08	954.673	726.859	554.379	3807.15	719.458	933.019	4445.94	1204.68	1094.09	884.063	1876.33	4416.81	805.251	923.257	1088.72	3967.39	1064.57	1069.52	824.13	2500.73	762.663	3558.94	1052.73	1103.26	1444.94	1292.24	1067.85	1018.56	1080.84	1327.22	1277.22	1106.6	1103.37	1083.27	1878.35	1290.63	1127.24	1107.68	1047.73	16404	3354.69	10911.4	6341.18	4800.07	7967.97	3553.4	2010.93	5608.59	673199	-1152.15	3189.2	5324.08	4820.84	9313.46	8350.69	5380.2	59914.2	-73191.4	26392.4	5457.48	-1166.81	143.108	344.725
85000	85	2.48545	100661	1520.53	1003.95	1474.72	865.771	670.126	608.805	3786.17	765.928	870.003	4562.46	1260.04	1111.01	881.848	1744.73	4559.9	861.464	882.823	1065.12	3948.63	1106.1	1097.25	845.984	2405.42	733.964	3859.5	1055.66	1104.99	1526.88	1198.26	1020.02	1038.01	1095.39	1297.56	1235.86	999.515	979.039	1163.86	1807.84	1396.34	1120.92	1146.38	1119.59	16139.3	3406.05	10693.1	6143.09	4927.37	8216.96	3629.36	2076.43	5330.98	673911	-1303.04	3199.22	5390.27	4856.07	9263.86	8568.76	5341.49	59955.6	-73109.1	26477.6	5691.28	-1162.13	127.826	363.204
85500	85.5	2.47017	100042	1439.27	962.796	1480.27	896.632	674.03	577.185	3566.39	778.011	947.424	4511.41	1187.45	1084.14	830.735	1732.27	4440.95	844.57	844.248	1133.84	3972.58	1066.67	1135.63	766.807	2539.41	782.639	3563.28	1039.62	1120.34	1551.91	1340.59	1011.06	1173.53	1133.28	1300.55	1300.97	1051.97	1006.97	1160.06	1912.35	1327.6	1207.98	1114.77	1205.28	16727.1	3420.72	11090.3	6181.41	5138.92	8041.88	3425.83	1827.1	5279.31	674532	-1168.77	3235.88	5346.05	5008.3	9055.96	8377.31	5438.71	59833.2	-73841.2	26281.6	5642.28	-1166.88	125.848	373.592
86000	86	2.45991	99626.3	1495.41	983.486	1439.69	953.929	620.337	593.87	3745.78	744.741	913.997	4593.15	1189.97	1056.05	794.652	1656.28	4453.2	819.773	869.948	1027.47	4028.34	1003.36	1136.56	814.888	2481.29	777.364	3449.75	1014.36	1065.42	1498.21	1307.79	1168.97	1071.52	1142.4	1314.25	1360.57	1060.58	1033.45	1150.82	1841.67	1225.23	1099.27	1061.99	1147.84	16231.3	3518.01	10849.7	6183.59	5017.09	8203.31	3563.74	2043.1	5092.68	674832	-1377.54	3199.1	5435.03	4794.17	8583.77	8486.72	5362.57	59937	-73307	26401.9	5587.3	-1163.29	141.156	365.435
86500	86.5	2.44791	99140.2	1474.05	1014.57	1499.39	856.446	670.407	577.2	3599.72	791.094	871.31	4476.98	1225.07	986.009	843.485	1745.75	4364.78	794.359	871.45	1163.21	3860.48	1063.93	1153.33	827.348	2404.73	739.512	3684.35	1135.65	1119.53	1565.38	1259.28	1089.3	1036.19	1131.31	1254.48	1326.69	1087.54	990.843	1068.58	1766.36	1268.26	1133.81	1022.4	1142.42	16565.9	3593.2	10919.2	6138.26	4998.77	8234	3609.97	2176.03	5504.18	674117	-1088.45	3242.23	5417.61	4844.84	8947.58	8472.71	5350.84	59847.9	-73860	26281.3	5522.59	-1166.79	146.034	355.979
87000	87	2.47232	100129	1538.22	1030.68	1404.13	936.143	654.536	586.626	3645.54	705.55	932.648	4395.33	1252.87	1042.45	891.591	1703.66	4467.07	836.039	869.219	1062.95	4144.09	1018.8	1036.69	877.901	2533.8	678.913	3708.5	1077.17	1021.35	1558.89	1231.85	1077.24	1046.67	1180.32	1296.28	1181.11	1046.8	1028.83	1195.98	1732.9	1375.15	1159.03	1014.3	1014.53	16288.2	3312.88	10997.5	6172.29	4808.83	8137.16	3622.35	2120.37	5406.38	673805	-1322.92	3271.31	5358.43	4923.08	9197.99	8386.46	5350.47	59815.2	-73457.2	26416.4	5554.38	-1165.12	131.781	337.985
87500	87.5	2.46211	99715.5	1461.13	959.783	1499.6	932.12	665.338	592.538	3861.56	794.081	901.238	4407.2	1230.12	1014.96	900.404	1742.82	4293.22	877.878	881.925	1181.3	4060.42	990.136	1102.71	845.016	2487.89	698.984	3712.95	1040.07	1059.51	1505.76	1310.35	1054.49	1019.82	1111.71	1299.61	1329.08	1053.31	1041.21	1135.5	1797.14	1293.91	1145.6	1002.92	1128.44	16550.2	3340.42	10763.1	6169.13	4854.5	8136.13	3611.24	2105.23	5735.95	673738	-1226.27	3244.18	5388.72	4958.57	9138.37	8377.03	5352.77	59949.7	-73260.9	26456.8	5467.67	-1163.47	141.895	362.324
88000	88	2.48885	100798	1500.87	1003.5	1370.57	891.474	663.039	553.538	3692.09	771.44	885.687	4518.6	1169.55	1092.32	901.363	1781.06	4346.68	902.518	887.032	1122.29	4067.63	972.935	1109.43	786.033	2533.79	693.093	3530.13	1207.12	1101.27	1502.1	1302.18	1016.16	1016.95	1123.55	1296.84	1292.53	1114.91	953.063	1196.52	1691.51	1332.18	1079.15	1135.45	1108.8	16541.8	3377.73	11005.3	6108.93	4815.21	8136.58	3629.47	1845.06	5619.38	673195	-1164.44	3215.46	5407.71	5072.16	9129.73	8293.96	5299.64	59854.4	-73127.3	26426	5604.44	-1164.83	136.76	343.254
88500	88.5	2.50222	101340	1507.62	1008.28	1513.1	898.821	671.05	610.789	3677.62	793.224	893.548	4288.39	1229.89	1111.55	905.608	1712.79	4255.66	784.962	866.063	1086.4	4194.06	1011.32	1118.7	840.574	2495.21	732.09	3540.11	1117.84	1124.76	1549.38	1306.53	1055.21	1103.73	1172	1283.61	1224.25	1016.34	928.301	1053.42	1760.62	1318.31	1102.05	1092.61	1202.28	16468.8	3586.53	10895	6214.65	4945.88	8201.86	3607.77	1924.63	5180.79	674446	-1260.69	3201.05	5389.94	4954.62	9195.33	8510.72	5342.12	59793	-73759	26373	5524.07	-1165.43	134.47	337.581
89000	89	2.47277	100147	1581.2	927.259	1469.74	896.917	661.177	602.039	3585.19	776.56	908.159	4425.7	1226.26	1116.69	868.141	1714.01	4345.76	880.797	871.049	996.73	4006.94	965.433	1139.9	844.159	2584.46	834.174	3582.98	1027.28	1149.48	1498.36	1327.53	1140.81	1105.4	1122.84	1394.68	1272.42	1085.1	1081.51	1079.57	1778.83	1293.76	1039.77	1084.92	1195.85	16538.9	3444.51	11013.8	6391.9	4780.43	8035.85	3746.66	1817.26	5452.02	673703	-1207.61	3192.46	5369.19	4714.35	9291.65	8392.67	5361.05	59952.2	-73557.7	26322.6	5558.17	-1167.85	140.699	355.249
89500	89.5	2.48399	100602	1500.27	958.978	1456.36	914.631	678.475	584.639	3758.17	775.011	847.813	4577.29	1251.43	1057.78	837.361	1792.05	4526.65	858.246	889.913	1099.03	4006.94	1028.96	1150.83	837.426	2459.82	719.579	3609.59	1099.02	1169.61	1382.71	1362.83	1095.73	1116.38	1012.88	1306.02	1274.88	1094.15	1045.85	1135.89	1812.12	1311.57	1158.27	1107.43	1199.4	16093.3	3408.32	10663.4	6199.18	4956.93	8070.05	3644.9	2150.64	5707.56	673324	-1215.25	3200.37	5451.87	4951.19	9045.37	8621.07	5375.11	59904.9	-73494.8	26536.2	5525.23	-1164.5	128.908	354.316
90000	90	2.48367	100589	1400.33	935.418	1406.99	850.622	643.299	556.923	3692.5	740.823	875.951	4432.73	1192.09	1074.65	869.368	1713.65	4329.23	861.032	848.868	1107.74	3993.54	1100.05	1080.57	817.9	2603.9	741.887	3558.56	1080.82	1096.45	1515.99	1153.5	1015.29	1074.29	1041.1	1296.7	1308.83	1111.93	1042.96	1166.1	1856.19	1208.72	1152.84	1113.5	1173.82	16318.3	3663.58	10575.2	6464.54	4966.04	8227.18	3739.81	2095.52	5323.06	673807	-1076.7	3251.1	5378.41	5070.22	9229.81	8646.96	5315.46	59867.5	-73812.7	26367.4	5569.5	-1162.64	125.198	385.832
90500	90.5	2.49059	100869	1537.73	1032.66	1410.36	923.909	647.729	575.347	3766.96	758.454	795.599	4525.47	1250.1	992.626	807.753	1771.51	4313.06	751.806	902.621	1123.53	4013.63	1076.79	1109.12	816.751	2523.46	763.726	3553.7	1072.23	1184.11	1573.43	1384.14	1098.7	993.939	1127.93	1446.91	1288.89	1014.07	1112.71	1122.16	1770.31	1272.02	1152.88	1130.39	1110.4	16616.5	3394.43	10743.8	6171.92	4776.37	8315.99	3442.64	2054.08	5424.39	673594	-1120.64	3214.48	5411.89	4842.82	9136.37	8560.98	5363.7	59948.8	-73535.5	26410.1	5562.14	-1164.24	142.753	362.001
91000	91	2.48385	100596	1482.87	944.532	1502.12	847.156	685.439	581.624	3782.11	737.836	958.798	4612.39	1193.62	1092.01	901.171	1814.81	4460.14	863.306	909.015	1182.41	4064.3	1027.64	1127.54	867.509	2461.77	830.386	3720.49	1114.6	1216.82	1522.2	1270.28	1092.34	1109.64	1044.03	1314.66	1309.86	1111.38	1028.34	1174.17	1836.36	1213.83	1109.17	1110.82	1164.29	16789.3	3198.91	11138.4	6205.22	4947.13	8176.82	3587.42	2034.39	5352.9	672758	-884.705	3105.61	5369.07	4993.91	9195.45	8281.67	5327.55	59721.5	-73463	26291.6	5491.14	-1169.93	126.199	357.6
