step	time	T	T-cg	T-at	Ekin	res	angle_252	angle_253	angle_254	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285_cross	angle_286_cross	angle_287_cross	angle_288_cross	angle_289_cross	angle_290_cross	angle_291_cross	angle_292_cross	angle_293_cross	bond_124	bond_124_cross	bond_125	bond_126	bond_127	bond_128	bond_129	bond_130	bond_131_cross	bond_132_cross	bond_54	coulomb	dihedral_124	dihedral_160	dihedral_3	dihedral_37	dihedral_4	dihedral_4_cross	dihedral_65	dihedral_65_cross	dihedral_67	dihedral_8_cross	lj	lj-14_0	lj-14_0_cross	lj-14_2	lj-14_3	lj-14_8_cross	lj-14_9_cross	tab-cg
64400	64.4	2.45263	2.47614	2.45002	55184.2	0.44399	623.766	629.808	364.838	564.62	509.97	492.323	364.879	626.059	513.033	487.071	480.793	769.119	766.545	383.026	573.828	480.342	489.269	397.506	640.564	499.446	534.244	495.08	614.479	617.849	367.435	604.689	441.458	519.231	364.357	604.135	480.906	532.964	514.181	303.742	300.325	232.624	130.403	117.773	264.251	317.126	133.963	261.911	2106.02	1517.38	2247.73	2147.59	1882.6	4205.02	1366.88	727.709	2126.29	767.953	2101.73	76773.7	-1423.38	1623.13	4387.51	1089.97	2612.74	521.229	1609.55	2094.36	563.185	6571.75	-3929.5	5617.54	-62.6127	-338.743	502.768	3393.69	-85.7925	-20024.6
64500	64.5	2.45259	2.47614	2.44997	55183.2	0.44499	690.095	654.573	332.669	557.026	526.07	486.326	365.412	634.56	457.874	525.136	561.519	705.022	612.865	390.129	581.484	451.158	444.444	371.465	631.482	558.239	494.225	446.775	573.587	630.854	353.106	604.82	469.826	468.388	348.882	651.983	508.24	473.437	519.994	340.521	317.385	264.962	134.2	131.827	294.045	326.309	136.572	289.489	2032.91	1461.65	2221.22	1976.88	1744.91	3981.95	1396.41	725.512	2079.69	906.025	2003.54	77048.3	-1149.02	1590.08	4347.5	1184.29	2767.19	513.839	1547.47	2092.61	613.629	6566.71	-3971.65	5738.1	-62.8651	-338.636	515.952	3411.95	-86.1258	-20043.2
64600	64.6	2.47657	2.47614	2.47662	55722.9	0.44599	631.533	659.119	365.687	602.428	476.577	474.006	355.383	593.283	490.848	465.018	488.608	755.661	694.91	418.817	605.612	505.542	486.725	438.755	596.338	538.639	462.049	526.422	607.705	606.238	380.345	617.474	503.052	485.674	406.584	584.634	566.859	478.065	526.191	336.828	357.872	280.287	131.164	138.919	235.312	371.617	163.306	279.439	2211.44	1493	2335.03	2069.05	1848.54	4115.86	1474.6	688.136	2169.08	803.092	2043.49	77201.7	-1129.38	1618.44	4331.85	1210.65	3037.98	541.9	1613.2	2087.69	600.635	6617.11	-3976.95	5723.12	-63.515	-338.679	494.133	3421.75	-89.1577	-20021.7
64700	64.7	2.48907	2.47614	2.49051	56004.1	0.44699	686.31	669.409	336.062	598.589	497.418	457.343	345.567	704.421	598.691	541.418	508.034	743.585	720.832	408.532	626.52	473.6	482.338	358.841	654.146	466.437	495.493	557.464	582.072	604.617	378.531	571.442	488.939	482.397	341.43	636.113	518.963	501.34	607.84	350.402	302.715	247.106	124.263	145.092	253.874	350.723	135.829	260.666	2197.47	1506.89	2050.69	2145.41	1847.27	3912.99	1310.66	821.08	2156.47	796.19	1984.51	77631.7	-1242.73	1621.33	4331.77	1148.03	2917.91	512.078	1600.45	2122.16	577.386	6591.81	-3971.64	5644.5	-63.7192	-338.558	505.04	3411.13	-88.8794	-19999.1
64800	64.8	2.46997	2.47614	2.46928	55574.2	0.44799	665.767	711.675	393.257	557.318	527.87	513.088	393.435	639.526	483.584	537.032	497.99	740.247	653.841	417.357	638.153	483.811	464.527	407.425	615.351	512.746	521.229	536.902	588.234	559.887	380.836	577.888	545.216	452.029	372.564	710.63	567.599	551.048	553.29	343.046	319.888	233.708	146.377	136.322	274.229	337.673	146.325	258.984	2107.2	1603.28	2222.13	2015.21	1938.64	3972.89	1512.6	704.538	2152.28	715.731	2080.19	78014.8	-1263.66	1699.85	4333.13	1154.44	2865.53	516.002	1652.89	2053.6	591.828	6613.45	-4055.18	5709.9	-63.9294	-338.686	523.178	3419.3	-89.2233	-19973.2
64900	64.9	2.4764	2.47614	2.47643	55718.9	0.44899	710.738	702.651	405.596	624.779	476.53	456.069	405.708	663.577	524.96	525.018	502.852	696.358	679.118	408.556	511.576	511.752	495.377	423.452	642.941	511.506	506.697	568.447	617.223	555.04	354.78	560.794	442.89	450.571	327.588	659.523	496.427	486.724	485.573	344.087	359.186	270.431	135.476	135.718	257.087	336.218	153.158	259.806	2180.03	1485.16	2208.67	1994.29	1870.25	4125.57	1481.48	848.872	2245.74	820.538	1978.3	78117.6	-1176.75	1621.58	4341.69	1143.42	2876.73	512.627	1555.66	2046.85	582.521	6672.39	-4030.07	5814.59	-64.3624	-338.691	532.238	3423.79	-91.7604	-19966.5
65000	65	2.46139	2.47614	2.45976	55381.4	0.44999	691.937	674.493	371.987	590.396	533.624	445.503	386.457	615.686	522.401	538.859	536.2	682.706	719.809	453.645	528.431	483.706	474.591	462.701	665.969	525.525	464.493	473.081	637.405	563.14	359.791	611.51	467.316	438.079	344.478	588.901	419.931	434.626	514.865	349.662	312.868	259.21	131.782	139.689	266.432	342.613	148.734	286.831	2143.99	1642.62	2152.44	2068.07	1854.7	4165.81	1368.31	701.03	2162.91	793.263	2118.45	78691.4	-1235.22	1606.81	4378.44	1100.95	2706.22	513.813	1647.94	2054.61	552.569	6706.69	-4031.02	5700.03	-64.4817	-338.582	513.95	3471.84	-89.7408	-19922.3
65100	65.1	2.45942	2.47614	2.45756	55337	0.45099	694.73	705.718	404.078	549.888	533.087	446.517	364.916	661.294	569.57	481.316	510.337	742.917	683.37	403.307	550.869	474.202	452.785	430.181	635.984	523.913	501.215	472.258	605.902	564.564	368.776	584.391	581.337	516.707	380.841	590.892	552.535	507.722	544.72	356.142	358.739	265.41	137.14	140.197	265.113	329.943	149.639	244.274	2113.03	1565.92	2094.52	1983.92	1840.6	3985.42	1380.19	703.168	2082.3	786.902	2200.3	79027.2	-1135.71	1581.57	4385.23	1040.47	2685.22	541.82	1593	2091.01	545.227	6734.2	-4021.65	5766.37	-64.8069	-338.679	527.621	3479.5	-90.7853	-19870.9
65200	65.2	2.47562	2.47614	2.47556	55701.4	0.45199	689.657	735.095	407.241	619.935	452.513	518.098	387.342	602.831	481.897	469.116	504.023	787.73	684.864	395.804	634.249	523.614	501.788	386.718	607.396	527.135	534.631	531.04	537.702	603.576	351.278	624.487	538.33	497.439	387.298	648.589	583.458	540.881	557.9	323.245	325.128	249.364	130.152	134.527	255.134	341.944	140.365	259.229	2195.19	1575.99	2187.56	2022.53	1852.77	4060.28	1421.6	777.828	2063.5	751.44	2103.47	79440.2	-1142.61	1642.08	4351.64	1185.82	2895.8	500.186	1653.73	2078.01	594.59	6774.9	-4072.59	5694.46	-65.0493	-338.639	506.433	3539.91	-89.2528	-19856.6
65300	65.3	2.47353	2.47614	2.47324	55654.4	0.45299	666.015	724.903	390.069	559.31	446.93	513.986	382.805	602.236	522.165	515.222	478.008	715.797	665.526	381.216	567.963	466.958	454.482	390.202	607.707	493.687	517.482	527.884	595.399	573.301	375.435	544.491	524.102	521.075	424.163	645.421	504.31	491.679	516.744	338.095	330.715	263.288	149.51	144.355	263.415	334.922	135.424	244.401	1975.14	1408.27	2106.38	2022.69	2011.68	3934.18	1474.83	799.916	2066.98	740.964	2131.89	79656.1	-1256.8	1562.02	4324.95	1125	2963.63	520.43	1620.3	2177.64	565.243	6772.4	-4110.69	5709.28	-65.6103	-338.535	494.378	3547.85	-90.7804	-19840.9
65400	65.4	2.46405	2.47614	2.46271	55441.2	0.45399	650.005	604.699	393.145	550.728	466.065	459.353	363.224	610.334	496.276	501.213	496.323	727.473	710.615	347.673	564.575	538.277	484.927	411.28	630.031	421.135	576.871	505.303	601.674	563.109	418.64	551.149	466.347	527.591	398.774	580.001	528.019	484.997	522.506	329.868	334.961	248.765	137.139	134.494	259.92	361.671	158.885	225.002	1987.53	1524.88	2330.96	1968.29	1872.76	4137.02	1414.19	777.205	2163.78	778.354	2172.35	79711.7	-1054.73	1614.41	4345.39	1142.3	2925.04	543.165	1539.58	2143.25	570.955	6817.39	-4103.84	5673.56	-66.0455	-338.626	498.638	3498.74	-94.4764	-19792.4
65500	65.5	2.50389	2.47614	2.50697	56337.4	0.45499	679.557	668.217	369.587	585.199	546.992	444.662	338.607	604.126	512.749	450.84	560.732	715.248	660.795	379.662	554.342	509.606	480.839	359.992	599.044	486.257	499.574	479.507	542.52	541.511	360.497	525.797	481.681	533.006	389.09	552.875	493.837	537.682	484.299	322.738	329.001	272.699	129.336	139.725	256.713	356.432	142.268	291.108	2149.4	1599.92	2094.24	1921.38	1995.46	4031.94	1435.71	715.78	2087.81	782.777	2050.33	80288.6	-1075.29	1555.25	4338.04	1143.94	2820.86	521.44	1579.92	2159.25	573.239	6866.53	-4110.87	5798.65	-66.1119	-338.801	504.187	3523.5	-92.0857	-19749.6
65600	65.6	2.45052	2.47614	2.44767	55136.6	0.45599	601.202	632.381	369.698	537.649	470.761	459.812	358.377	627.831	549.535	539.298	492.16	795.648	695.881	410.64	640.507	455.935	476.27	420.902	650.594	487.357	525.676	513.474	608.125	527.3	356.134	626.854	461.971	449.921	377.009	711.106	529.754	505.137	503.062	329.231	359.604	275.201	135.722	136.127	267.419	335.399	151.961	270.465	2089.3	1499.04	2342.63	2016.29	1931.79	4100.87	1454.72	637.241	2000.8	730.797	1966.55	80747.4	-1288.78	1630.72	4351.14	1161.43	2868.05	531.083	1579.17	2226.76	568.411	6844.92	-4182.8	5679.82	-66.3178	-338.58	508.055	3584.08	-92.7006	-19724.1
65700	65.7	2.47537	2.47614	2.47529	55695.9	0.45699	641.136	686.393	385.937	576.481	485.161	490.682	369.344	645.012	490.551	462.63	562.804	792.862	715.652	430.632	579.559	508.383	493.336	426.543	599.244	444.982	465.343	514.965	578.497	568.506	408.659	602.283	454.164	470.344	398.621	588.022	571.142	516.373	539.502	356.151	365.951	214.803	139.751	130.757	266.564	331.074	158.082	271.53	2097.94	1484.82	2146.43	2054.19	1941.55	4038.83	1385.54	712.159	2112.37	809.518	2031.71	80898.5	-1216.1	1534.46	4339.79	1176.71	2809.6	533.224	1634.9	2189.09	586.646	6909.35	-4172.26	5633.2	-66.736	-338.529	521.101	3527.13	-94.264	-19730.6
65800	65.8	2.45566	2.47614	2.45339	55252.4	0.45799	662.297	618.846	366.71	583.323	445.15	490.083	353.409	572.258	451.607	501.986	582.178	764.11	685.453	389.809	600.213	453.58	488.61	369.896	673.005	509.425	538.681	547.596	598.189	605.547	432.461	605.943	471.981	563.215	379.974	624.448	512.747	485.094	528.572	337.654	340.004	227.628	126.935	126.603	263.323	336.994	156.043	271.903	1964.12	1429.91	2269.6	2090.71	1744.1	4035.54	1338.1	667.828	2092.79	813.943	2122.89	81237.3	-1165.95	1553.94	4364.56	1087.44	2814.09	498.225	1711.84	2107.43	540.63	6884.62	-4220.08	5629.61	-67.1013	-338.555	502.618	3554.76	-94.4476	-19719.3
65900	65.9	2.50502	2.47614	2.50822	56362.9	0.45899	656.397	641.805	337.466	602.024	515.002	511.563	376.207	567.705	464	472.704	539.497	742.862	707.279	426.586	575.872	537.443	486.51	382.955	636.456	475.207	559.913	512.807	579.558	553.209	399.078	558.28	517.82	504.44	371.967	647.642	507.085	493.96	527.484	345.196	339.348	257.792	151.907	134.843	261.289	349.107	146.523	281.879	2048.02	1645.54	2167.8	1993.09	1913.65	4042.37	1366.24	624.859	2047.91	775.442	2067.29	81700.8	-1233.31	1603.97	4344.77	1119.78	2790.05	550.6	1633.88	2198.46	565.902	6929.27	-4236.13	5686.25	-67.0511	-338.574	523.796	3590.46	-94.9321	-19672.6
66000	66	2.49265	2.47614	2.49449	56084.7	0.45999	648.255	759.492	366.954	621.75	502.411	552.812	440.065	592.41	510.787	577.164	556.59	711.027	656.463	405.65	623.666	531.886	495.632	408.341	693.997	495.176	495.907	632.5	577.58	600.565	403.877	553.382	482.073	480.369	414.574	582.541	511.777	587.782	514.006	330.002	317.12	253.997	130.211	131.534	228.504	357.88	136.414	271.191	2121.9	1572.3	2098.1	2097.18	1867.38	3991.57	1462.1	683.508	2093.64	802.357	1904.44	81918.1	-1190.13	1583.75	4340.46	1082.35	2751.88	558.189	1653.57	2209.24	576.748	6977.7	-4249.5	5629.95	-67.6628	-338.646	521.237	3567.74	-96.5022	-19648.5
66100	66.1	2.48196	2.47614	2.48261	55844.2	0.46099	709.888	713.02	416.672	588.571	504.119	530.634	369.021	704.626	515.782	474.186	502.293	730.306	619.408	383.211	574.565	494.602	509.74	341.8	590.919	559.64	458.522	551.487	569.08	595.227	420.137	554.71	472.568	473.16	411.334	639.292	544.343	496.727	514.259	346.203	356.208	264.642	143.674	155.529	289.43	347.402	151.287	274.107	2177.99	1598.5	2155.98	2019.46	1856.89	3935.68	1349.03	736.489	2113.42	754.314	2080.26	82413.7	-1157.62	1562.58	4391.86	1106.62	2732.36	546.8	1666.9	2183.54	563.487	7009.53	-4294.74	5684.55	-67.86	-338.653	509.771	3657.98	-94.6324	-19602.3
66200	66.2	2.47928	2.47614	2.47963	55783.9	0.46199	654.153	711.045	372.97	543.472	494.434	453.526	385.325	634.516	550.47	505.146	481.951	709.564	704.648	439.521	559.068	497.041	464.204	405.467	626.913	508.664	508.227	497.502	604.127	516.079	403.733	531.013	518.605	535.735	416.866	592.521	496.024	483.38	513.62	353.392	311.447	245.21	141.605	137.496	288.751	335.772	132.422	269.595	2249.88	1519.38	2205.95	2012.07	1888.02	4018.93	1351.29	733.26	2076.3	752.879	2030.93	82782.7	-1033.72	1556.12	4387.49	1044.33	2655.61	542.008	1648.1	2189.69	553.593	7025.17	-4309.54	5697.51	-68.1233	-338.717	519.674	3604.83	-95.5528	-19605.6
66300	66.3	2.49114	2.47614	2.49281	56050.7	0.46299	704.784	754.732	383.788	557.189	509.775	488.024	387.8	617.651	515.131	526.081	540.382	666.657	690.669	377.188	591.922	538.664	550.462	377.942	622.411	514.187	519.458	538.458	526.533	552.431	399.403	585.173	479.726	506.028	358.462	633.816	530.26	487.993	569.383	319.024	348.983	275.519	131.884	128.44	274.703	333.415	157.113	270.97	2201.92	1547.44	2246.15	2018.31	1862.62	4115.25	1418.84	729.708	2083.61	780.177	2046.54	83154	-1208.55	1585.31	4364.47	1107.67	2798.27	510.545	1652.51	2152.49	537.896	7064.29	-4274.8	5662.35	-68.3466	-338.688	507.792	3673.63	-95.7692	-19604.7
66400	66.4	2.46394	2.47614	2.46258	55438.6	0.46399	775.528	737.469	360.364	583.286	527.502	509.659	358.503	633.735	468.041	519.384	478.173	684.375	662.503	456.182	646.69	491.44	454.389	408.922	685.703	522.859	482.717	511.535	616.894	611.251	409.483	567.465	516.25	437.877	397.366	661.603	483.845	523.41	567.57	336.283	305.056	232.297	123.284	134.053	275.415	323.454	137.424	287.799	2139.17	1553.72	2280.06	1910.3	1923.08	4109.58	1455.27	658.191	2101.87	719.716	1992.63	83462.4	-980.094	1570.85	4376.8	1143.27	2878.85	543.832	1634.47	2128.61	569.071	7046.24	-4302.3	5517.98	-68.6361	-338.548	509.012	3643.65	-96.6525	-19620.6
66500	66.5	2.48464	2.47614	2.48558	55904.4	0.46499	660.259	675.572	413.631	600.468	529.304	444.377	334.926	535.929	452.499	485.843	472.737	731.053	649.925	366.337	567.461	471.14	455.552	333.027	639.615	492.398	506.894	522.958	621.606	547.785	381.525	605.691	506.746	451.953	385.434	733.729	486.887	501.184	516.485	338.429	354.542	259.095	133.25	136.995	255.758	359.588	149.651	287.131	2121.34	1608.85	2205.96	1976.35	1866.51	4134.44	1347.36	645.242	2139.97	731.428	2095.52	83706.6	-1216.26	1587.42	4337.43	1094.94	2774.95	540.42	1495.3	2162.73	546.787	7106.88	-4354.18	5602.64	-69.2014	-338.682	519.935	3624.09	-99.0765	-19624.7
66600	66.6	2.49096	2.47614	2.49261	56046.6	0.46599	729.592	705.373	397.99	596.429	467.234	447.176	383.706	649.015	517.663	512.822	528.632	728.663	590.143	360.545	628.426	499.901	513.703	387.439	671.404	537.989	479.478	537.806	607.957	607.815	408.851	544.563	512.887	532.391	375.669	655.278	517.643	512.362	505.39	298.352	339.545	242.728	131.273	126.072	264.696	334.733	141.156	294.607	2147.47	1622.46	2187.62	2071.59	1942.48	4123.25	1442.06	693.063	2095.83	754.743	2145.61	84253.1	-1164.76	1647.27	4373.15	1147.67	2771.62	527.544	1594.13	2176.71	586.917	7109.8	-4368.02	5709.63	-69.3081	-338.37	524.942	3648.94	-97.4519	-19609.8
66700	66.7	2.48796	2.47614	2.48927	55979.1	0.46699	662.42	669.918	365.088	586.602	506.121	460.56	342.914	607.697	458.066	533.55	520.414	686.912	697.901	390.601	592.244	501.587	477.553	368.615	666.231	460.991	490.324	524.646	545.677	481.294	375.605	584.418	526.527	530.889	346.458	530.191	559.722	571.509	510.628	321.175	331.832	266.059	141.033	121.087	285.248	338.712	145.976	278.103	2230.02	1497	2287.25	1993.76	1921.3	4096.3	1411.61	705.33	2111.13	761.515	2165.81	84453.1	-1151.6	1598.77	4379.46	1141.92	2713.95	541.319	1575.99	2065.85	552.102	7129.56	-4323.26	5676.44	-69.6612	-338.539	541.488	3680.67	-99.0434	-19568.6
66800	66.8	2.49831	2.47614	2.50077	56212	0.46799	725.38	674.867	369.785	657.83	500.522	461.903	387.952	617.585	487.566	450.871	520.694	700.772	655.424	428.589	551.717	490.351	485.068	424.824	698.369	558.655	555.026	506.471	610.04	572.407	390.756	587.192	458.681	510.36	375.434	641.493	518.921	587.294	531.525	344.33	325.249	240.004	136.321	137.013	236.261	355.076	140.031	286.404	2115.48	1511.78	2137.85	2016.2	1945.26	3972.18	1389.79	770.668	2060.23	710.403	2067.82	84732.5	-1162.08	1545.52	4379.54	1055.83	2730.97	540.798	1577.47	2118.81	549.123	7197.24	-4409.53	5605.83	-70.0271	-338.74	510.85	3731.48	-99.0886	-19536.4
66900	66.9	2.48968	2.47614	2.49118	56017.8	0.46899	728.019	694.833	386.325	557.974	466.424	478.744	355.81	655.343	487.987	499.232	481.546	730.901	639.976	422.915	575.402	495.803	485.036	387.092	656.71	513.677	504.78	516.812	576.551	519.588	406.595	612.485	547.672	487.086	368.97	649.165	486.166	532.714	509.997	370.405	336.18	243.826	151.599	135.761	284.933	321.414	134.774	267.422	2096.18	1515.1	2111.95	2043.53	1780.01	3961.52	1283.4	681.516	2045.65	753.147	2069.95	85264.6	-1215.22	1618.36	4357.77	1086.68	2819.65	563.455	1594.02	2254.11	562.617	7279.75	-4403.43	5605.93	-69.982	-338.792	526.485	3723.66	-98.7896	-19511.7
67000	67	2.46178	2.47614	2.46019	55390.1	0.46999	731.238	650.686	372.883	557.691	558.793	496.515	355.019	646.498	497.217	518.274	477.432	788.836	639.023	374.159	577.007	478.976	468.194	392.378	569.905	526.874	521.593	523.065	598.956	580.429	368.912	576.118	499.154	527.944	392.849	650.732	484.853	486.372	524.341	399.172	323.358	255.734	147.655	167.481	287.114	374.543	140.846	316.378	2160.56	1476.52	2352.43	2028.17	1963.1	3882.11	1428.39	705.303	2109.68	782.074	2001.96	85587.3	-1154.66	1611.29	4343.02	1064.11	2847.75	532.913	1614.1	2232.42	552.714	7285.93	-4407.66	5632.23	-70.6794	-338.589	520.32	3751.66	-100.564	-19456.4
67100	67.1	2.50128	2.47614	2.50407	56278.8	0.47099	690.868	673.109	366.343	532.056	474.947	539.085	376.881	585.891	474.506	508.413	525.411	685.04	711.4	434.928	573.272	502.811	412.221	409.938	682.66	516.947	508.056	620.921	646.69	592.372	389.148	550.494	454.309	474.818	401.585	671.361	471.103	488.075	531.405	391.437	329.323	242.595	155.28	156.139	265.581	344.702	141.962	296.718	2088.27	1603.01	2327.15	2154.28	1869.79	4020.47	1437.48	712.325	2105.25	826.242	2094.77	85745.4	-1103.25	1568.09	4353.4	1040.04	2772.47	582.783	1642.61	2232.86	569.259	7248.15	-4392.7	5704.02	-70.924	-338.503	520.063	3715.3	-101.725	-19471.6
67200	67.2	2.47899	2.47614	2.47931	55777.3	0.47199	753.114	668.916	385.978	568.404	466.19	493.968	394.684	639.349	460.35	458.207	533.676	731.47	737.988	362.013	580.02	444.053	450.274	369.859	681.562	506.064	497.406	584.431	631.688	559.013	411.725	568.342	480.473	510.303	389.71	623.971	507.109	464.868	502.569	374.678	350.225	243.714	137.554	143.527	275.659	365.1	147.911	277.854	2112.41	1593.26	2173.96	2032.74	1947.29	4127.4	1507.9	729.267	2127.9	732.457	1983.45	86170.7	-1109.4	1568.72	4364.6	1113.2	2831.59	579.353	1657.11	2287.32	578.516	7319.18	-4497.74	5528.08	-71.0329	-338.63	529.396	3756.65	-101.992	-19462.6
67300	67.3	2.46917	2.47614	2.46839	55556.2	0.47299	683.87	679.333	385.411	625.995	471.217	459	428.571	627.151	478.046	476.379	501.932	731.983	676.501	411.704	549.882	512.206	426.751	418.053	598.025	488.537	499.864	597.959	612.567	593.654	388.132	620.385	456.283	449.356	386.462	633.288	503.187	481.109	520.758	343.711	338.568	245.929	143.181	140.095	295.127	349.832	148.493	253.722	2179.65	1687.85	2392.46	1822.47	1866.09	3806.61	1390.82	701.206	2166.76	780.452	2114.16	86452.4	-1097.18	1554.57	4366.14	1168.31	2805.33	542.772	1631.34	2210.18	591.328	7299.95	-4525.72	5668.84	-71.759	-338.609	515.499	3665.16	-103.864	-19452.4
67400	67.4	2.48676	2.47614	2.48794	55952.1	0.47399	695.075	717.892	396.615	627.821	472.65	502.028	391.397	675.464	482.141	467.323	493.351	722.088	708.949	413.344	556.899	470.909	442.632	381.019	703.357	528.939	519.474	547.949	522.755	581.636	379.244	661.288	456.146	489.133	375.727	604.45	489.907	520.118	533.071	323.759	349.286	271.138	131.592	143.841	264.128	368.613	151.798	288.929	2123.73	1553.04	2278.24	2111.19	2033.96	4015.52	1358.23	698.391	2169.7	781.84	2078.89	86756.7	-990.294	1499.15	4337.04	1196.03	2812.65	564.804	1512.51	2227.47	589.099	7326.32	-4510.73	5562.44	-71.7068	-338.494	507.089	3778.96	-102.492	-19427.5
67500	67.5	2.47215	2.47614	2.47171	55623.4	0.47499	739.814	663.615	349.842	594.013	508.333	509.317	375.515	585.548	497.822	539.288	487.629	700.486	733.365	395.232	561.939	455.248	534.827	398.534	677.38	523.16	555.336	546.185	552.069	599.794	385.413	564.633	519.164	536.547	417.099	640.77	492.858	520.594	561.004	371.162	310.586	282.296	125.232	149.808	313.277	342.913	140.435	242.697	2049.21	1582.56	2280.06	2053.91	1973.1	3945.31	1361.83	670.444	2099.76	762.722	2036.04	87345.6	-1052.35	1587.66	4368.84	1111.25	2777.11	547.64	1611.21	2232.31	571.603	7360.52	-4590.91	5708.39	-71.9718	-338.619	525.636	3812.78	-101.714	-19419.2
67600	67.6	2.47157	2.47614	2.47106	55610.3	0.47599	683.04	697.894	407.303	589.052	472.052	481.093	376.354	667.03	471.937	525.072	583.552	730.043	659.31	387.577	580.485	458.28	517.471	332.45	629.542	588.894	482.376	543.386	604.413	593.174	368.834	630.01	498.24	515.705	407.635	681.38	460.142	494.625	452.66	350.496	341.6	254.139	131.325	142.672	256.834	367.917	151.679	272.495	2179.14	1705.54	2309.8	2000.04	1897.34	4038.68	1407.85	727.091	2180.83	726.753	2158.09	87451.2	-998.54	1609.06	4339.85	1038.73	2823.66	551.663	1647.85	2214.23	540.254	7392.94	-4595.04	5591.59	-72.4876	-338.571	527.895	3762.31	-105.192	-19396.5
67700	67.7	2.48374	2.47614	2.48458	55884.1	0.47699	697.837	661.328	383.023	564.134	500.327	504.749	375.514	658.618	498.688	479.044	516.22	716.799	650.287	415.034	647.352	445.282	501.26	354.337	623.786	528.672	528.484	538.424	556.982	579.905	396.995	611.353	445.699	563.148	376.729	544.017	475.454	491.483	514.987	362.673	393.998	275.756	163.15	159.231	292.461	389.688	170.193	280.73	2020.26	1663.54	2228.24	2009.52	1923.11	3989.8	1487.76	803.03	2119.64	736.824	2118.03	87904.4	-1086.48	1568.57	4361.67	1145.23	2811.84	552.888	1644.88	2223.16	559.395	7405.16	-4609.11	5589.48	-72.729	-338.564	513.485	3875.9	-104.231	-19393.1
67800	67.8	2.48121	2.47614	2.48177	55827.2	0.47799	675.362	783.532	423.463	578.666	455.23	477.625	387.692	645.092	490.47	531.273	484.536	757.177	675.253	390.198	622.548	533.202	441.586	443.958	643.458	502.655	551.889	499.33	562.841	518.69	368.278	661.279	468.009	498.144	364.832	580.795	485.323	491.737	596.976	387.428	347.651	248.913	150.776	134.784	280.205	340.059	154.96	304.485	2122.44	1690.04	2310.93	2015.63	1828.06	4257.62	1477.7	724.182	2141.67	830.548	2072.09	88259.5	-1196.84	1615.01	4380.79	1130.26	2603.64	550.625	1441.72	2207.78	563.592	7499.77	-4645.52	5598.99	-73.1924	-338.608	506.406	3791.98	-106.059	-19363.6
